NSAID,RA,DEC,DISTANCE,DISTANCE_ERR,INCLINATION,V_W20I,V_W20I_ERR,R_EFF,R_EFF_ERR,M_HI,M_HI_ERR,M_STAR,M_STAR_ERR,SOURCE
162,09:58:30.23,+00:02:42.72,30.23067855834961,1.8935558795928955,71,40.4849967956543,3.1751723289489746,0.7181354,0.044981774,1.05198224E8,2.9240232E7,1.615338E7,7440246.5,"           1"
1443,12:23:09.98,+00:25:37.76,35.361080169677734,2.000777006149292,68,26.1630802154541,13.456302642822266,0.86350316,0.048858155,4.1392768E7,1.868542E7,4.3087828E7,1.9846254E7,"           1"
5109,22:30:36.80,-00:06:37.01,21.256725311279297,1.857816457748413,28,77.56465911865234,3.1610934734344482,0.2859325,0.024990216,6.6646112E7,2.418962E7,7706057.5,3549410.0,"           3"
5378,23:06:39.16,+00:34:41.02,68.13135528564453,2.3939568996429443,70,61.93996810913086,2.1340229511260986,1.8180625,0.06388194,1.03920218E9,1.66114256E8,2.73271296E8,1.2586876E8,"           1"
5424,23:14:19.43,+00:10:59.36,60.297279357910156,1.750600814819336,88,63.627235412597656,3.002363920211792,1.7710583,0.05141884,4.04860928E8,5.8240672E7,6.1175456E8,2.81774176E8,"           1"
5449,23:28:12.31,-01:03:46.37,35.303382873535156,2.143744945526123,60,49.39607620239258,2.317406415939331,1.0820346,0.06570493,2.29042416E8,5.8682888E7,2.0244624E7,9324674.0,"           3"
5720,00:13:44.02,+00:22:18.46,56.5007209777832,1.750600814819336,60,23.876352310180664,0.5760103464126587,0.85205114,0.026399687,3.36979104E8,4.910366E7,9.6960464E7,4.4659992E7,"           1"
6186,00:57:56.60,+00:52:08.56,30.172855377197266,2.8586959838867188,62,46.716705322265625,1.701403260231018,0.69345164,0.06570036,1.4969432E8,5.8675628E7,5.1031356E7,2.3505042E7,"           3"
6368,01:09:07.85,+01:07:15.89,15.974011421203613,1.6433892250061035,55,38.79709243774414,1.2171318531036377,0.6002915,0.061757352,6.1188576E7,2.5934004E7,1.4811043E7,6821966.5,"           1"
6412,01:13:45.98,+00:56:44.13,104.68348693847656,2.143744945526123,75,78.07295989990234,10.896140098571777,1.5676185,0.03210224,7.6638566E8,1.35039568E8,7.884416E8,3.63156192E8,"           1"
6748,01:26:05.01,+00:19:00.68,24.852262496948242,2.000777006149292,71,71.83726501464844,1.0554301738739014,1.3935466,0.11219003,4.61181088E8,1.52364752E8,8.7555928E7,4.032826E7,"           3"
6949,01:55:59.76,-00:11:08.02,51.69195556640625,1.750600814819336,60,59.82926559448242,4.6137375831604,0.9513124,0.032217167,2.07844992E8,3.8951576E7,3.2336864E8,1.489436E8,"           1"
7167,02:18:08.02,+00:45:29.39,39.8371467590332,2.322465419769287,56,76.77340698242188,1.2012253999710083,1.1586419,0.06754765,3.71130336E8,9.0573256E7,1.39000032E8,6.4023412E7,"           1"
8260,00:35:06.49,+14:21:17.42,170.84230041503906,2.143744945526123,63,161.2894744873047,25.842763900756836,5.60829,0.07037334,1.49562153E10,3.55118054E9,2.5029204E10,1.15284511E10,"           2"
8266,00:32:00.11,+14:44:17.36,142.07266235351562,2.143744945526123,67,138.53395080566406,2.7169644832611084,7.8410754,0.11831457,1.15545027E10,1.1521911E9,7.1078298E9,3.2738665E9,"           2"
8269,00:28:16.69,+13:49:24.46,177.3486785888672,2.143744945526123,78,119.4004135131836,27.068571090698242,6.9257364,0.08371651,8.9347461E9,2.65324979E9,4.08035302E9,1.87941056E9,"           2"
8274,00:32:34.94,+15:02:10.01,76.57180786132812,2.8586959838867188,46,85.0848159790039,21.479721069335938,2.8047035,0.10470949,9.1175514E8,3.21583072E8,3.75802573E9,1.73094669E9,"           2"
8289,00:35:46.94,+13:59:01.48,165.18118286132812,2.143744945526123,73,234.02040100097656,35.632965087890625,9.228376,0.119767174,1.60922982E10,3.23389798E9,3.04218604E10,1.40123095E10,"           2"
8303,00:47:35.13,+14:09:18.42,173.89002990722656,2.143744945526123,67,263.1116638183594,116.2694320678711,8.649639,0.10663417,1.72669972E10,6.0274836E9,2.76533453E10,1.27371305E10,"           2"
8308,00:45:10.98,+14:10:52.89,176.39292907714844,2.143744945526123,38,131.20201110839844,15.42032527923584,3.3478508,0.040687222,8.8828109E9,1.54190758E9,1.36213197E10,6.2739799E9,"           2"
8309,00:45:22.30,+14:35:00.00,245.1492919921875,2.143744945526123,63,104.46971893310547,65.96729278564453,8.498169,0.074313514,2.26829865E10,1.49959793E10,9.3389242E10,4.3015086E10,"           2"
8313,00:43:32.39,+14:20:33.16,62.461238861083984,2.036518096923828,28,260.6619873046875,2.1506564617156982,6.5876584,0.21478738,5.6179681E9,7.732969E8,6.9551899E10,3.20356065E10,"           2"
8331,00:49:22.10,+15:31:33.00,76.63804626464844,2.8944480419158936,57,79.8968505859375,2.3921914100646973,2.1050682,0.07950372,1.05934803E9,1.78000768E8,4.000864E8,1.84279792E8,"           1"
8333,00:56:42.19,+14:12:45.12,156.79464721679688,2.143744945526123,63,71.27191162109375,18.017717361450195,5.2214017,0.07138862,3.88262451E9,1.24200154E9,2.93173018E9,1.35035494E9,"           2"
8348,00:53:24.62,+14:29:19.65,142.15203857421875,2.143744945526123,76,182.33335876464844,24.2216854095459,2.6219633,0.039540906,7.7827041E9,1.5580809E9,5.1997727E9,2.39501517E9,"           2"
8349,00:53:46.63,+14:33:25.92,135.91976928710938,2.143744945526123,71,153.27243041992188,20.666202545166016,6.6830554,0.10540605,7.3187881E9,1.87961766E9,7.3391923E9,3.38043187E9,"           2"
8361,00:50:12.67,+14:41:05.68,182.70761108398438,2.143744945526123,45,117.56123352050781,10.546177864074707,3.471274,0.04072915,1.04122798E10,1.63866803E9,1.17225267E9,5.3993958E8,"           2"
8377,00:54:50.90,+15:16:41.31,170.7689666748047,2.143744945526123,29,212.910888671875,24.784835815429688,4.450688,0.05587162,7.6075336E9,1.8383735E9,2.61044572E10,1.20237128E10,"           2"
8383,00:55:32.62,+15:46:33.30,168.39382934570312,2.143744945526123,37,178.97032165527344,18.154766082763672,2.56878,0.03270196,1.27760896E10,1.60419238E9,1.7063723E10,7.8595507E9,"           2"
8407,01:00:40.56,+14:10:33.24,182.956298828125,2.143744945526123,75,138.64341735839844,37.751834869384766,7.15272,0.08381022,9.5210557E9,3.43022643E9,1.96064276E10,9.0307205E9,"           2"
8409,00:59:48.73,+14:43:24.54,183.34539794921875,2.143744945526123,90,208.32618713378906,1.488457441329956,14.783162,0.17285042,2.54138655E10,1.3234793E9,3.196305E10,1.47221811E10,"           2"
8413,00:58:55.46,+13:43:15.10,69.70993041992188,2.2152316570281982,41,93.49351501464844,8.363079071044922,0.46443367,0.014758703,6.495296E8,1.1329E8,2.26636816E8,1.0438892E8,"           3"
8432,01:02:00.41,+15:34:57.96,60.61349105834961,2.1080024242401123,60,88.37651824951172,8.621177673339844,1.7640986,0.06135143,1.06725011E9,2.00694432E8,6.4102682E8,2.9525696E8,"           2"
8460,01:07:14.25,+13:57:18.40,171.36195373535156,2.143744945526123,60,293.91937255859375,43.342559814453125,12.751789,0.1595254,2.64101069E10,4.3560284E9,1.13496424E11,5.2276453E10,"           2"
8470,01:03:58.75,+15:14:50.15,187.88006591796875,2.143744945526123,50,311.3835144042969,100.71697235107422,8.333646,0.09508837,1.58375148E10,7.0377836E9,5.4065078E10,2.49023754E10,"           2"
8485,01:08:57.62,+15:10:00.40,137.1769561767578,2.143744945526123,27,209.54470825195312,11.936830520629883,14.169772,0.22143936,7.7915407E9,9.6657549E8,1.12789576E10,5.1950879E9,"           2"
8554,01:16:05.36,+13:54:26.85,210.85931396484375,2.143744945526123,32,144.51568603515625,49.166507720947266,7.1876354,0.07307459,1.35222006E10,4.06705638E9,1.37409178E10,6.329067E9,"           2"
8559,01:15:58.88,+14:13:14.66,209.22674560546875,2.143744945526123,72,250.1373291015625,59.275909423828125,4.85383,0.049732514,2.36189676E10,8.9533491E9,1.88326687E10,8.6743276E9,"           2"
8562,01:15:46.89,+14:32:06.47,202.9291534423828,2.143744945526123,35,240.18975830078125,92.61682891845703,5.885275,0.06217208,1.25857792E10,8.7566828E9,5.8508321E10,2.69489336E10,"           2"
8666,01:25:23.69,+14:31:11.95,165.73728942871094,2.143744945526123,74,291.62176513671875,21.302446365356445,15.356648,0.19863203,2.58854892E10,3.09406899E9,1.60733069E11,7.4033652E10,"           2"
8668,01:25:04.60,+14:23:58.97,73.9085693359375,2.536945104598999,76,107.94754791259766,2.0613181591033936,3.196292,0.109714165,4.443113E9,6.6675738E8,1.06666374E9,4.91305312E8,"           2"
8703,01:18:01.18,+14:06:06.86,192.26211547851562,2.143744945526123,66,130.18211364746094,12.589544296264648,28.776497,0.32086128,1.26166026E10,2.60418765E9,1.11524168E10,5.1368033E9,"           2"
8705,01:21:09.33,+15:41:41.17,75.00792694091797,2.358211040496826,51,125.44731903076172,3.2384252548217773,3.831548,0.1204619,2.74787174E9,4.12164864E8,5.4801618E9,2.52416256E9,"           2"
8741,01:25:22.15,+14:50:19.40,98.2755355834961,2.143744945526123,73,251.2648468017578,3.660507917404175,6.5216765,0.14226134,1.79936031E10,1.75676109E9,6.3214891E10,2.91167805E10,"           2"
8755,01:36:48.49,+13:53:48.90,152.43569946289062,2.143744945526123,63,69.67345428466797,10.693901062011719,1.3251164,0.018635474,1.44524838E9,2.81876576E8,4.102896E8,1.88979392E8,"           1"
8766,01:32:39.07,+14:04:49.96,102.70869445800781,2.143744945526123,72,114.48738861083984,8.402324676513672,6.327922,0.13207693,3.82900454E9,5.9644352E8,2.43798784E9,1.12293722E9,"           2"
8773,01:31:26.60,+14:06:15.24,57.774757385253906,2.000777006149292,57,64.11820220947266,9.542329788208008,0.7348757,0.025449218,2.67275056E8,6.0173104E7,3.00658912E8,1.38483504E8,"           1"
8774,01:31:26.64,+14:16:39.05,64.04800415039062,2.822943925857544,17,256.5193176269531,3.381934881210327,6.0644407,0.2672929,5.3686344E9,9.9003232E8,2.18899743E10,1.00825221E10,"           2"
8816,01:36:24.39,+14:31:46.23,40.585350036621094,2.501197338104248,85,68.19227600097656,31.134199142456055,1.6251465,0.10015466,3.60252672E8,1.99632576E8,5.25627808E8,2.42104176E8,"           2"
8933,02:01:12.12,+14:06:12.13,200.51852416992188,2.143744945526123,84,231.36300659179688,73.86394500732422,9.806131,0.10483741,1.95565261E10,9.5629496E9,2.09256387E10,9.6383498E9,"           2"
9014,02:11:29.39,+14:28:03.49,168.06265258789062,2.143744945526123,55,113.60729217529297,6.107292175292969,7.931879,0.101176105,9.0890926E9,1.23339584E9,2.71806822E9,1.25194227E9,"           2"
9090,01:46:42.77,+14:03:54.08,153.80117797851562,2.143744945526123,68,112.96351623535156,26.92201042175293,5.6229506,0.07837503,1.03181496E10,2.0080759E9,2.67970074E9,1.23427008E9,"           2"
9096,01:49:30.38,+14:55:17.41,171.7173614501953,2.143744945526123,53,190.59197998046875,79.7837905883789,5.1476617,0.06426416,7.4022641E9,2.93503232E9,1.89281101E9,8.718288E8,"           2"
9189,01:57:15.18,+14:50:07.25,149.04440307617188,2.143744945526123,74,185.43312072753906,57.63737106323242,4.92422,0.07082635,7.5185029E9,3.97843738E9,2.39371878E10,1.10254684E10,"           2"
9201,01:59:26.76,+14:29:29.74,212.73793029785156,2.143744945526123,71,154.34738159179688,33.919471740722656,5.0375605,0.050763134,1.31572736E10,4.6206254E9,2.09277522E10,9.6393226E9,"           2"
11919,08:48:18.70,+01:15:47.55,27.67386245727539,2.036518096923828,78,47.33759689331055,3.583923101425171,1.9653852,0.1446326,1.31642856E8,4.2442784E7,1.5617624E8,7.1934776E7,"           3"
11964,08:57:59.90,-00:24:35.73,51.377235412597656,1.9292956590652466,90,69.3226547241211,1.988537073135376,1.8921372,0.071052715,4.85216096E8,8.3294072E7,1.65612224E8,7.6280992E7,"           1"
12794,10:50:34.87,+66:02:43.20,20.3067569732666,2.536945104598999,74,37.884857177734375,2.6047067642211914,1.1273053,0.14083546,6.4097356E7,9.4884912E7,8.21942E7,3.7858652E7,"           1"
13105,13:28:18.81,+67:37:55.03,18.728696823120117,2.4297032356262207,63,47.35466766357422,0.5589601397514343,1.6422145,0.21304706,2.49616448E8,1.52559792E8,8.3024656E7,3.8241156E7,"           1"
13262,09:54:44.99,+01:36:34.41,30.482433319091797,1.8935558795928955,77,54.496307373046875,11.278070449829102,1.1134958,0.06916989,1.0622528E8,2.02545888E8,4.5303948E7,2.0866998E7,"           1"
13797,11:39:01.10,+01:20:11.12,24.923419952392578,1.857816457748413,60,51.49740982055664,1.7256685495376587,0.6672474,0.049737282,1.87292416E8,5.7696856E7,4.961254E7,2.2851536E7,"           1"
16915,09:17:14.93,+04:08:01.30,55.3874397277832,2.179488182067871,68,66.01502990722656,11.854971885681152,1.0406129,0.040947977,1.83070048E8,5.2679768E7,4.1372576E8,1.90562096E8,"           1"
16938,09:21:43.93,+04:22:26.60,85.81354522705078,1.5004470348358154,25,80.14155578613281,13.030407905578613,1.309826,0.022902265,1.34522854E9,2.80882048E8,2.68186704E8,1.235268E8,"           2"
16944,09:22:21.50,+04:03:40.21,79.56291961669922,1.2860475778579712,40,107.3614273071289,4.6825032234191895,3.569032,0.0576895,1.87417958E9,2.51256032E8,5.7761905E9,2.66051354E9,"           2"
16953,09:28:24.78,+03:56:17.13,136.94992065429688,2.143744945526123,31,134.55128479003906,44.34699249267578,3.5591333,0.055712875,3.47093786E9,1.06329587E9,3.86564608E9,1.78051674E9,"           2"
16993,09:35:52.52,+04:01:00.54,81.05320739746094,1.2860475778579712,47,129.449462890625,7.47428560256958,3.6147642,0.05735441,3.61048858E9,4.14998112E8,4.7613757E9,2.19308979E9,"           2"
16999,09:38:18.71,+04:05:39.98,97.79570007324219,2.143744945526123,79,226.6932830810547,4.587133407592773,5.212731,0.11426642,1.3326165E10,1.36690035E9,1.83203881E10,8.4383703E9,"           2"
17049,09:47:09.79,+04:17:01.86,136.82183837890625,2.143744945526123,51,140.56103515625,14.890822410583496,4.0497136,0.06345151,5.5958088E9,1.05415763E9,4.9079578E9,2.26060544E9,"           2"
17054,09:55:36.46,+03:25:27.80,55.82896041870117,2.4654502868652344,55,86.57933807373047,6.085451126098633,0.8976557,0.03964117,4.935216E8,9.870664E7,8.4492168E7,3.8917092E7,"           1"
17078,09:48:16.23,+03:54:21.09,102.69027709960938,2.143744945526123,75,93.63765716552734,27.99093246459961,3.2199886,0.067219935,2.28575616E9,1.20539226E9,1.38480282E10,6.3784018E9,"           2"
17092,09:52:30.67,+04:50:46.05,191.05921936035156,2.143744945526123,29,191.9482879638672,8.177238464355469,9.624539,0.10799038,1.8843777E10,1.84066982E9,4.6430196E10,2.13857485E10,"           2"
17095,09:55:37.76,+04:28:35.73,30.43274688720703,1.857816457748413,69,48.575077056884766,25.788135528564453,1.1584824,0.07072144,1.70772416E8,1.17892216E8,1.11224088E8,5.1229816E7,"           2"
17137,09:54:35.70,+04:23:05.90,28.26189613342285,1.8935558795928955,58,55.353271484375,4.896602630615234,0.95661205,0.06409331,1.5911176E8,4.801536E7,2.331535E7,1.0739051E7,"           3"
17156,10:01:54.91,+04:27:40.65,209.493896484375,2.143744945526123,30,142.55714416503906,77.1566390991211,4.526026,0.04631469,8.9557719E9,4.8259538E9,1.70569792E9,7.8564448E8,"           2"
17212,10:08:16.04,+04:54:55.37,183.0247802734375,2.143744945526123,81,238.50311279296875,37.4543571472168,10.44541,0.12234569,2.16753254E10,5.7845791E9,8.1468686E10,3.7524476E10,"           2"
17215,10:10:37.20,+05:09:02.16,63.02108383178711,2.644191265106201,49,102.83692932128906,13.19572925567627,2.862443,0.12010022,1.40695923E9,3.20500352E8,2.12439014E9,9.7849408E8,"           2"
17262,10:11:43.13,+05:03:13.39,63.62571716308594,2.679940938949585,52,86.95669555664062,18.525772094726562,1.3466029,0.05671946,9.8936851E8,2.62781856E8,2.26421424E8,1.04289712E8,"           2"
17276,10:15:08.35,+05:14:35.93,66.54350280761719,2.6084420680999756,44,91.90728759765625,2.8905529975891113,3.7150297,0.14562565,3.23394355E9,5.4878675E8,2.65172608E9,1.22138509E9,"           2"
17284,10:15:59.94,+04:57:17.12,138.05038452148438,2.143744945526123,54,203.5503387451172,22.860572814941406,2.425286,0.03766157,7.780289E9,1.54435994E9,2.36624486E10,1.08989235E10,"           2"
17290,10:16:13.98,+04:29:58.75,217.32240295410156,2.143744945526123,13,292.4535827636719,77.81197357177734,8.858518,0.087383546,9.8036306E9,3.24020198E9,2.16519926E10,9.972908E9,"           2"
17321,10:23:06.50,+04:08:04.40,212.55274963378906,2.143744945526123,27,230.3123016357422,39.157569885253906,7.5294275,0.0759396,1.35371356E10,3.21485466E9,2.78724526E10,1.28380518E10,"           2"
17326,10:22:24.41,+03:59:50.38,97.109375,2.143744945526123,60,237.67581176757812,2.315335988998413,7.5621953,0.16693977,1.26651177E10,1.28875981E9,6.1259342E10,2.82160538E10,"           2"
17343,10:22:31.19,+04:34:56.72,122.41534423828125,2.143744945526123,55,260.5279541015625,46.39030838012695,7.5654836,0.13248721,9.6284426E9,2.79912576E9,8.352818E10,3.8473081E10,"           2"
17345,10:24:28.74,+04:40:47.18,197.6875762939453,2.143744945526123,61,123.39542388916016,24.07497787475586,9.78821,0.10614438,9.5636337E9,3.07492992E9,4.8376898E10,2.22823997E10,"           2"
17351,10:26:08.78,+04:22:22.10,97.01367950439453,2.143744945526123,76,177.0504913330078,3.0956270694732666,5.073422,0.11210916,1.23305738E10,1.24742349E9,1.40391793E10,6.4664458E9,"           2"
17357,10:27:33.57,+04:28:00.30,97.91473388671875,2.143744945526123,37,165.10438537597656,4.119723320007324,4.5098844,0.09873939,9.9219139E9,1.04191034E9,1.33713695E10,6.1588526E9,"           2"
17386,10:28:15.81,+04:24:23.18,97.33506774902344,2.143744945526123,62,147.02638244628906,24.311981201171875,5.112403,0.112597525,3.81887411E9,7.7427264E8,1.92029146E9,8.8448627E8,"           2"
17387,10:29:10.23,+05:08:22.84,173.84097290039062,2.143744945526123,47,175.15274047851562,9.62313175201416,10.447622,0.12883636,1.63000883E10,1.833344E9,4.5958509E10,2.11684884E10,"           2"
17393,10:30:04.79,+05:02:51.16,154.1026153564453,2.143744945526123,68,182.5877227783203,37.81761932373047,9.240312,0.12854338,1.38657423E10,4.6572621E9,3.10871818E10,1.43187558E10,"           2"
17395,10:30:44.39,+04:42:33.50,170.2315216064453,2.143744945526123,47,274.9742431640625,32.129310607910156,2.9908216,0.037663758,2.26131169E10,3.38833254E9,1.67421471E10,7.7114327E9,"           2"
17402,10:31:28.62,+05:01:26.35,166.8140411376953,2.143744945526123,90,60.6010627746582,57.47846984863281,9.980851,0.12826498,5.7948549E9,6.2398346E9,1.82051717E10,8.385302E9,"           2"
17411,10:41:50.59,+04:19:50.89,114.60709381103516,2.143744945526123,66,223.10333251953125,4.384372711181641,6.9391365,0.12979771,1.10250199E10,1.2342807E9,4.7046603E10,2.16696648E10,"           2"
17444,10:31:37.45,+04:01:07.09,128.10653686523438,2.143744945526123,53,79.07427215576172,12.52817153930664,4.0710025,0.06812448,4.5520737E9,1.38363827E9,2.29767721E10,1.05831014E10,"           2"
17465,10:34:55.35,+04:36:45.79,200.03533935546875,2.143744945526123,20,130.2996368408203,21.51422882080078,18.557257,0.19887497,8.3831368E9,1.78817805E9,1.22642012E10,5.6488914E9,"           2"
17474,10:36:30.62,+05:01:02.52,60.03297424316406,2.715690851211548,49,42.700931549072266,4.658679962158203,0.7628674,0.03450957,5.3222688E8,1.37990784E8,1.04999632E8,4.8362828E7,"           2"
17478,10:38:07.11,+04:53:39.64,93.2923583984375,2.143744945526123,84,216.6578826904297,3.5226383209228516,7.8484592,0.18034804,1.19853312E10,1.25856102E9,3.0726869E10,1.41527962E10,"           2"
17492,10:49:31.55,+04:00:26.71,83.79350280761719,1.536181926727295,63,119.36052703857422,3.3794848918914795,4.31815,0.07916442,4.4567608E9,4.63752256E8,2.02694886E9,9.3361267E8,"           2"
17509,10:43:39.04,+04:58:13.74,83.56869506835938,1.4647126197814941,62,151.09764099121094,2.2730154991149902,3.951886,0.0692649,7.3314959E9,6.250736E8,1.15970683E10,5.3416095E9,"           2"
17510,10:44:02.21,+04:39:46.85,113.65402221679688,2.143744945526123,41,300.6067810058594,107.43801879882812,4.46464,0.08421215,5.4852664E9,3.14487501E9,3.16543877E10,1.458001E10,"           2"
17524,10:53:24.65,+03:53:34.98,237.9049530029297,2.143744945526123,48,58.739601135253906,6.056344032287598,12.798246,0.1153241,1.34300037E10,2.31349786E9,1.12564666E11,5.1847287E10,"           2"
17561,10:48:11.91,+04:59:54.94,148.18649291992188,2.143744945526123,14,516.4324340820312,18.560924530029297,8.363809,0.12099531,1.27301315E10,1.3835049E9,1.72874514E11,7.9626002E10,"           2"
17571,10:53:54.50,+05:42:53.35,188.3873748779297,2.143744945526123,36,149.58021545410156,8.43433666229248,5.768946,0.06564744,1.1431338E10,1.84992102E9,2.08173363E10,9.5884646E9,"           2"
17637,10:58:16.26,+04:35:00.91,93.37269592285156,2.143744945526123,56,225.0736083984375,6.037512302398682,6.606745,0.15168433,5.996649E9,7.492887E8,4.0115438E10,1.84771707E10,"           2"
17652,10:55:14.65,+04:49:23.66,109.6737060546875,2.143744945526123,59,158.86268615722656,23.859622955322266,1.6897846,0.033029497,5.9706015E9,1.2681271E9,8.3579924E9,3.84969114E9,"           2"
17681,10:58:17.24,+04:47:33.99,67.42650604248047,2.1080024242401123,90,131.8803253173828,19.820161819458008,4.5753703,0.14304303,1.56377114E9,3.4648224E8,3.57820442E9,1.64812096E9,"           2"
17699,11:03:18.92,+04:58:59.07,166.69606018066406,2.143744945526123,90,155.56594848632812,66.10643768310547,6.2028103,0.07976939,9.9995423E9,6.6590433E9,7.513513E9,3.46072397E9,"           2"
17750,11:09:08.20,+04:03:36.10,66.8293228149414,2.179488182067871,63,52.3580436706543,35.216800689697266,0.9348182,0.030486997,5.8522669E8,2.88493824E8,1.6354216E8,7.532752E7,"           2"
17789,11:04:15.82,+05:44:18.19,189.2241973876953,2.143744945526123,83,145.27951049804688,43.81084060668945,7.963505,0.09021955,1.40020163E10,7.66338E9,1.69058447E10,7.7868319E9,"           2"
17791,11:03:17.84,+05:04:20.12,167.11155700683594,2.143744945526123,62,142.92713928222656,44.18824768066406,4.81436,0.0617597,7.1388073E9,2.53969766E9,1.51779922E10,6.9909832E9,"           2"
17878,14:20:19.89,+03:56:01.42,24.438735961914062,1.7148631811141968,54,314.4225158691406,14.283172607421875,4.7708354,0.33476895,1.78601254E9,5.2731824E8,8.0677356E10,3.7159989E10,"           2"
17911,14:09:53.80,+04:34:35.48,162.6465301513672,2.143744945526123,29,137.7218017578125,33.6733283996582,7.0033207,0.09230651,9.0804777E9,2.12294374E9,3.20468931E10,1.47607992E10,"           2"
17955,14:20:56.55,+03:52:17.50,154.19805908203125,2.143744945526123,16,348.4068908691406,41.278751373291016,3.6403852,0.050610606,6.0788424E9,1.27623027E9,4.8527131E10,2.23515976E10,"           2"
18376,14:48:54.95,+04:19:57.82,119.0852279663086,2.143744945526123,70,180.32037353515625,29.729684829711914,3.6960423,0.0665353,8.1840978E9,2.48545587E9,1.38300078E10,6.3701018E9,"           2"
18385,14:53:09.11,+04:51:03.87,93.28353881835938,2.143744945526123,90,85.8434066772461,8.919073104858398,7.424861,0.1706304,4.18373581E9,7.0354707E8,9.3732557E8,4.31732192E8,"           2"
18826,15:24:26.72,+04:10:17.52,136.72410583496094,2.143744945526123,20,130.315673828125,13.292537689208984,5.9067397,0.09261383,3.4152233E9,6.5742906E8,5.9627935E9,2.74646272E9,"           2"
18827,15:23:47.60,+04:04:03.91,204.09817504882812,2.143744945526123,68,153.28614807128906,27.538541793823242,8.022784,0.08426731,1.31392717E10,4.3571031E9,7.7032827E9,3.5481321E9,"           2"
22203,00:47:51.84,-11:10:29.52,56.72312545776367,1.8220775127410889,75,66.29376983642578,2.066878080368042,1.0968482,0.035233293,5.9647853E8,6.9694765E8,1.8312224E8,8.4346104E7,"           1"
22608,01:17:30.52,-09:17:48.84,25.21876335144043,1.8935558795928955,71,72.9473876953125,0.5282014012336731,1.8748204,0.14077125,5.3967782E8,2.15358864E8,1.27422344E8,5.8690732E7,"           1"
22725,01:32:22.30,-08:38:02.41,55.773681640625,1.5719172954559326,62,56.648704528808594,2.27309513092041,1.8094332,0.050996803,3.82904864E8,6.7091104E8,1.41573792E8,6.5208892E7,"           1"
23184,02:04:25.68,-10:09:37.97,24.94785499572754,2.036518096923828,61,92.74853515625,0.5691267848014832,0.7703325,0.062883005,1.11940736E9,3.97831168E8,1.6500509E7,7600134.5,"           1"
24259,22:21:00.02,-09:38:30.66,39.94223403930664,1.8935558795928955,84,68.16544342041016,1.0047478675842285,1.8537834,0.08788297,5.17233536E8,3.57964448E8,6.0408412E7,2.7824116E7,"           1"
24419,23:05:56.29,-10:02:56.57,30.509002685546875,2.179488182067871,53,48.44459533691406,2.503227949142456,0.8454369,0.060395937,2.02405712E8,2.09296448E8,4.7887696E7,2.2057072E7,"           1"
24520,21:02:32.85,+09:33:49.29,60.37457275390625,2.358211040496826,55,70.89202880859375,8.530686378479004,0.74347854,0.029040026,1.49486304E8,3.470042E7,2.002088E8,9.2216176E7,"           1"
24591,21:22:02.27,+09:53:10.78,41.634742736816406,1.5719172954559326,37,69.21086120605469,12.335652351379395,0.53172857,0.02007538,7.4436008E7,1.7202652E7,9.5358024E7,4.3921904E7,"           3"
24700,21:35:03.51,+10:57:37.38,46.84834671020508,1.7863389253616333,75,69.67666625976562,2.073171854019165,1.7805468,0.067892686,4.228776E8,7.0592528E7,3.95657696E8,1.82239936E8,"           1"
24720,21:31:34.31,+11:39:14.34,92.38129425048828,2.7703745365142822,86,90.34756469726562,1.5033320188522339,2.7762733,0.083256215,2.37433037E9,3.17648064E8,5.6492563E8,2.60204752E8,"           1"
25013,22:20:47.32,+14:14:04.64,49.210784912109375,2.322465419769287,43,133.5813751220703,2.1921629905700684,4.2624407,0.20116264,4.2033559E9,8.2301926E8,4.12037581E9,1.89784512E9,"           2"
25029,22:29:55.11,+14:25:15.72,108.8359146118164,2.143744945526123,36,104.06076049804688,23.871841430664062,3.6900465,0.07268298,1.97749862E9,5.76344E8,1.34866701E9,6.2119603E8,"           2"
25030,22:29:38.59,+14:06:24.20,162.44667053222656,2.143744945526123,64,179.49327087402344,42.316307067871094,4.573353,0.060352743,7.8189998E9,2.26438067E9,2.8874409E9,1.3299552E9,"           2"
25034,22:34:40.81,+14:39:37.86,106.57763671875,2.143744945526123,35,165.3539581298828,8.72462272644043,3.5065644,0.070532426,1.05771028E10,1.18923571E9,4.9765023E9,2.2921769E9,"           2"
25062,22:40:17.46,+14:29:56.90,96.3131103515625,2.143744945526123,78,67.5065689086914,20.938581466674805,2.887433,0.064268716,1.70353574E9,7.1208186E8,2.37928115E9,1.09589696E9,"           2"
25092,22:51:15.93,+14:49:14.12,49.19289779663086,2.2867205142974854,71,54.941253662109375,7.942019462585449,0.82071507,0.03815075,1.97117312E8,4.9695456E7,4.9598812E7,2.2845214E7,"           1"
25149,23:03:26.19,+13:06:19.01,68.95684814453125,2.000777006149292,65,70.03472900390625,3.3112876415252686,1.2632438,0.036652908,2.684256E8,4.4527212E7,4.846664E8,2.2323736E8,"           1"
25190,22:58:34.29,+15:10:22.01,138.9232635498047,2.143744945526123,51,253.80862426757812,90.19754791259766,3.772575,0.058215145,7.562966E9,4.8088115E9,5.0894488E10,2.34420019E10,"           2"
25192,22:57:52.35,+14:46:58.60,173.02511596679688,2.143744945526123,90,161.00364685058594,3.4830539226531982,8.462446,0.10484794,1.89208986E10,1.87317248E9,9.3754788E9,4.3183457E9,"           2"
