"index","SFR","Z","Mstar","Xmol","Mgas","Mdm","T"
418,0,0,0,1.9758431e-05,142637.37,2216554.4,926.41294
419,0,0,0,4.6247799e-05,133277.85,2040375.2,860.43942
420,0,0,0,4.5873121e-05,135098.93,1980364.2,789.36426
421,0,0,0,5.0859601e-05,119852.66,2064049.3,684.90567
422,0,0,0,1.8181847e-05,95035.112,2160397.3,697.25468
423,0,0,0,1.8437226e-05,74156.186,1925032.9,1228.6858
424,0,0,0,3.4277826e-05,105792.21,1710314.5,864.85027
425,0,0,0,1.9979526e-05,83473.354,1763718.8,770.02951
426,0,0,0,2.3285267e-05,83261.6,1688567.4,829.90185
427,0,0,0,2.556934e-05,91647.051,1568545.3,776.45842
428,0,0,0,3.153058e-05,85760.295,1515691.6,723.57418
429,0,0,0,2.1412594e-05,75257.306,1563315,780.54946
430,0,0,0,3.2331258e-05,73055.066,1569095.9,697.84608
431,0,0,0,1.2779636e-05,53700.767,1449073.8,703.0776
432,0,0,0,1.940483e-05,56030.059,1415764.9,707.56475
433,0,0,0,1.9009413e-05,56241.813,1411911,718.57817
434,0,0,0,2.8581646e-05,69158.796,1306203.5,793.5493
435,0,0,0,2.8437558e-05,60476.889,1336209,767.03552
436,0,0,0,1.7487288e-05,57300.582,1353551.6,672.34855
437,0,0,0,1.4195867e-05,52472.595,1383557.2,569.63041
438,0,0,0,1.3084381e-05,53658.417,1311709.1,631.85836
439,0,0,0,2.3025161e-05,57639.388,1273720.5,684.32445
440,0,0,0,2.2530166e-05,54928.939,1248394.7,669.01178
441,0,0,0,2.0162195e-05,50778.565,1261057.6,625.41299
442,0,0,0,2.1850083e-05,46204.682,1246467.7,675.31266
443,0,0,0,1.3840428e-05,40360.277,1261883.4,536.90924
444,0,0,0,1.9470793e-05,54674.835,1102771.6,710.51548
445,0,0.00222399270491803,0,0.011869636,36218.586,1206001.6,501.97528
446,0,0,0,2.5324138e-05,45442.369,1126170.4,664.92108
447,0,0,0,1.8648156e-05,46458.787,1113782.8,664.73443
448,0,0,0,1.6634513e-05,40953.188,1142136.6,643.76529
449,0,0,0,1.9762259e-05,45188.264,1089558.1,678.21731
450,0,0,0,1.8537828e-05,53531.364,1015507.8,775.15708
451,0,0,0,1.918712e-05,38539.194,1095063.7,576.62429
452,0,0,0,2.218286e-05,39809.717,1033951.6,589.6083
453,0,0,0,2.9469927e-05,46416.436,978069.76,735.75624
454,0,0,0,1.4598365e-05,32864.192,1044137,543.33979
455,0,0,0,1.6343506e-05,31636.02,1005873,593.29969
456,0,0,0,1.3424029e-05,45272.966,906772.24,727.56241
457,0,0,0,1.2106321e-05,28883.22,1011103.4,559.51509
458,0,0,0,1.3404913e-05,42901.323,915581.2,731.62884
459,0,0,0,1.5817369e-05,30704.303,993210.16,689.76191
460,0,0,0,1.3748047e-05,38666.247,915856.48,629.17829
461,0,0,0,1.4180926e-05,33202.998,937878.88,699.51753
462,0,0,0,2.3858991e-05,47686.959,841530.89,726.34803
463,0,0,0,1.4251541e-05,27824.451,969260.8,633.94944
464,0,0.00230437032786885,0,0.012296115,34609.171,871261.13,580.53758
465,0,0,0,1.8742757e-05,34346.469,862452.17,585.3969
466,0,0,0,1.4443865e-05,32483.035,865480.25,619.2322
467,0,0,0,2.3905138e-05,28417.362,862727.45,872.33752
468,0,0,0,2.4514319e-05,29603.183,820059.05,649.29673
469,0,0,0,1.4596299e-05,25410.458,835750.01,499.89404
470,0,0,0,1.8980514e-05,30492.549,801615.29,650.63353
471,0,0,0,1.456676e-05,24521.092,832721.93,557.77865
472,0,0,0,2.2623847e-05,30407.848,790328.81,610.49423
473,0,0,0,1.2831736e-05,27189.19,809047.85,527.5231
474,0,0,0,1.4339023e-05,29010.273,792255.77,516.60159
475,0,0,0,1.2587528e-05,25706.913,811250.09,522.67917
476,0,0,0,1.436451e-05,24690.495,785373.77,877.57767
477,0,0.00218117172131148,0,0.01164099,22578.266,793907.45,549.57945
478,0,0,0,1.2950468e-05,24944.599,761974.98,564.4999
479,0,0,0,1.1201678e-05,22107.098,765828.89,522.60837
480,0,0,0,1.4853192e-05,26723.331,730868.34,521.39623
481,0,0,0,1.5331e-05,29941.989,709671.78,698.24527
482,0,0,0,1.1604654e-05,22827.061,742705.38,527.99917
483,0,0,0,2.1179063e-05,27527.996,698660.58,625.83326
484,0,0,0,1.4550539e-05,30916.057,702239.22,631.91346
485,0,0,0,1.7264881e-05,25452.809,666728.1,525.9529
486,0,0,0,1.5107169e-05,18295.53,724812.18,932.17432
487,0,0,0,1.1312216e-05,20878.926,699761.7,613.96334
488,0,0.00226714450819672,0,0.012094033,23129.169,674160.66,511.12515
489,0,0,0,1.2201311e-05,23631.726,665351.7,572.50774
490,0,0,0,1.4113547e-05,19523.702,682419.06,627.53993
491,0,0,0,2.3424157e-05,23547.024,651862.98,601.82511
492,0,0,0,1.2336154e-05,19608.403,651862.98,498.21969
493,0,0,0,2.2294935e-05,25368.107,608368.75,637.2714
494,0,0,0,1.5381528e-05,28502.063,583593.55,698.43826
495,0,0.00133486868852459,0,0.0071330251,19865.366,635896.75,477.48587
496,0,0,0,1.1200893e-05,18591.985,638924.83,438.88681
497,0,0.00218970393442623,0,0.011684125,17664.438,608919.31,526.03038
498,0,0,0,1.9252893e-05,16855.604,612222.67,497.58633
499,0,0,0,9.6368831e-06,21260.083,581941.87,542.39658
500,0,0,0,1.6245337e-05,24436.39,557166.67,686.28423
501,0,0,0,1.3747711e-05,14060.453,622958.59,523.19514
502,0,0,0,1.5511566e-05,17236.76,599009.23,562.55163
503,0,0,0,1.8379762e-05,15923.887,606166.51,468.10436
504,0,0,0,1.2145516e-05,15246.275,606992.35,427.79191
505,0,0,0,1.7732608e-05,17152.059,586896.91,464.60359
506,0,0,0,1.3911577e-05,18803.739,573958.75,483.63611
507,0,0,0,1.0231647e-05,12874.632,611947.39,442.73958
508,0,0,0,1.7732638e-05,17279.111,578638.51,516.83423
509,0,0,0,1.6034451e-05,17406.164,568728.43,606.08628
510,0,0,0,1.8389482e-05,16389.745,570380.11,506.61513
511,0,0,0,1.9803359e-05,17617.917,546430.75,491.84926
512,0,0,0,9.1601635e-06,13848.699,569554.27,395.45131
513,0,0,0,1.127152e-05,13340.49,571756.51,450.86016
514,0,0,0,1.4109854e-05,16093.29,542852.11,512.99787
515,0,0,0,1.2155293e-05,13467.543,559093.63,521.64121
516,0,0,0,1.0420852e-05,17702.619,526885.88,563.65151
517,0,0,0,1.3235913e-05,13044.035,546155.47,588.79747
518,0,0,0,1.9376028e-05,17575.567,508992.68,596.60669
519,0,0.00230296131147541,0,0.012285808,13852.138,532391.47,409.79576
520,0,0,0,1.7220054e-05,22064.747,478711.88,625.3073
521,0,0,0,1.2147957e-05,18591.985,495779.24,638.35527
522,0,0,0,1.4859344e-05,13340.49,528537.56,930.45066
523,0,0,0,1.5627057e-05,23589.375,456138.92,1108.3284
524,0,0.00225701426229508,0,0.012042621,14487.486,506515.16,477.00398
525,0,0,0,1.3401873e-05,16601.499,488071.4,555.32225
526,0,0,0,1.0712088e-05,13975.752,494127.56,459.5285
527,0,0,0,1.2801894e-05,13171.087,490273.64,453.17729
528,0,0,0,1.7381176e-05,13679.296,486419.72,548.90385
529,0,0,0,1.7316876e-05,15923.887,490548.92,516.49568
530,0,0,0,1.218472e-05,12832.281,470453.48,509.661
531,0,0,0,1.3680039e-05,16262.693,467975.96,499.47758
532,0,0,0,1.4660428e-05,19566.052,444852.44,640.3113
533,0,0,0,9.7454794e-06,14060.453,480638.84,463.3296
534,0,0,0,1.4377287e-05,15585.081,467150.12,589.16011
535,0,0,0,1.180459e-05,13806.349,477060.2,439.55304
536,0,0,0,1.5404557e-05,14060.453,471279.32,794.77864
537,0,0,0,1.5547637e-05,27612.697,382363.89,688.80283
538,0,0.00248837475409836,0,0.013276185,14021.864,465773.72,421.90598
539,0,0,0,1.3090883e-05,18295.53,436318.76,652.1371
540,0,0,0,9.6704143e-06,13213.438,469077.08,462.34345
541,0,0,0,1.1132992e-05,14695.715,453936.68,523.11917
542,0,0,0,1.0422164e-05,13933.401,455863.64,443.70268
543,0,0.00218784040983607,0,0.011677426,13851.967,455313.08,500.31268
544,0,0,0,1.4811298e-05,16728.551,433015.4,713.22998
545,0,0,0,1.1704689e-05,13128.736,455588.36,514.44525
546,0,0,0,1.7207683e-05,22022.397,396678.45,774.36916
547,0,0.00217669114754098,0,0.01161404,14106.114,371352.69,548.90993
548,0,0.00240177991803279,0,0.012812655,18512.077,332538.21,561.91245
549,0,0,0,1.9058143e-05,13806.349,344925.81,623.60464
550,0,0,0,1.7276789e-05,13213.438,348229.17,595.19136
551,0,0,0,2.896922e-05,14145.155,341347.17,623.02639
552,8.6884592e-06,1.57881737704918e-06,1.965133e-08,0.00027689841,1612000.1,16385765,1115.5273
553,6.733923e-05,0.000174134327868852,7.9586708e-07,0.020453005,1282915.8,15696740,1564.5813
554,4.2096207e-05,3.42357819672131e-05,1.709195e-07,0.0020414771,1162027.9,12112594,1215.696
555,4.412852e-05,0.00013379287704918,4.9076821e-07,0.020285691,1025573.3,12315200,1321.2701
556,1.6550687e-05,1.38057573770492e-05,4.9938172e-08,0.0032376281,859906.08,8492387.3,1081.3193
557,6.0692523e-06,1.089555e-06,7.2615826e-09,0.0017730576,754184.96,7100296.4,1115.8826
558,1.3711786e-06,8.81968852459016e-07,3.0673565e-09,0.00016680651,581222.55,6813454.7,1338.5381
559,0,0,0,2.0682759e-05,339653.12,5573869,1024.1162
560,1.222938e-05,8.53118278688524e-05,1.1054593e-07,0.02352684,399293.52,4855388.2,896.28096
561,3.4647041e-06,7.12154606557377e-06,2.016551e-08,0.00058559772,451589.04,4474400.7,785.93315
562,0,0,0,4.3155381e-05,357101.63,5004314.7,996.86114
563,3.795977e-07,0,0,9.4453887e-05,335333.38,4517069.1,859.18544
564,2.4001228e-06,4.3750312295082e-06,9.2404572e-09,0.00051744049,385054.83,4115986.2,834.7701
565,5.165592e-06,2.82058008196721e-05,3.5100976e-08,0.0067668878,359318.6,3954672.1,945.03693
566,0,0,0,2.8696161e-05,274771.75,4141587.2,926.84485
567,4.8689888e-06,6.00207762295082e-05,5.4797208e-08,0.015894861,285174.62,3614426.1,868.7725
568,4.5819289e-07,0,0,0.00013081044,282310.25,3551662.3,997.8155
569,0,0,0,4.6949027e-05,235427.89,3550010.6,822.8098
570,0,0,0,5.2886684e-05,228185.91,3343550.6,843.38947
571,1.963161e-08,0,0,6.6323647e-05,246904.95,3098826.7,869.28222
572,4.4093645e-07,6.34863549180328e-06,4.918516e-09,0.00051512638,228992.43,3075703.2,715.56276
573,0,0,0,3.3560337e-05,206502.32,3042119,908.17045
574,0,0,0,2.0978416e-05,158095.4,3221601.6,901.35734
575,0,0,0,1.8164294e-05,155681.4,3048450.5,875.32154
576,0,0,0,2.8044518e-05,163177.49,2946046.3,1101.694
577,0,7.95130090163934e-05,0,0.0013932105,160509.67,2621766.5,980.06454
578,0,0,0,6.1802357e-05,150048.75,2374289.8,746.35409
579,0,0,0,1.9695328e-05,121504.34,2491559.1,770.17414
580,0,0,0,1.452163e-05,86649.661,2553772.3,609.66352
581,0,0,0,3.9616172e-05,106258.06,2325840.5,1515.734
582,0,0,0,1.8811625e-05,103081.76,2212975.7,786.5053
583,0,0,0,1.9394002e-05,93383.432,2219582.5,696.74988
584,0,0,0,3.2168184e-05,100752.46,2090200.9,671.77004
585,0,0,0,2.4423388e-05,103420.56,2047532.5,882.78547
586,0,0,0,3.4720465e-05,104436.98,1887870.1,1089.4139
587,0,0,0,2.3874644e-05,90927.088,1831713,748.82698
588,0,0,0,3.102493e-05,89783.617,1765645.8,759.14949
589,0,8.17708729508197e-05,0,0.0014069435,97025.773,1710589.8,778.4058
590,0,0,0,3.0692238e-05,101345.38,1670123.6,807.20362
591,0,0,0,2.2292046e-05,82075.778,1759864.9,836.11679
592,0,0,0,1.606416e-05,88894.251,1712241.5,784.9544
593,0,0,0,2.055171e-05,88597.796,1674803.4,942.39729
594,0,0,0,2.4253149e-05,77586.598,1607359.8,757.44584
595,0,0,0,2.667058e-05,67125.959,1598275.5,781.34909
596,0,0,0,1.5180823e-05,60476.889,1636814.7,627.44239
597,0,0,0,1.5961039e-05,68777.639,1501652.3,723.8423
598,0,0,0,1.5946635e-05,56241.813,1536062.3,669.27584
599,0,0,0,2.5317747e-05,68184.728,1444394,644.68685
600,0,0,0,1.4006921e-05,56877.075,1486511.9,679.20321
601,0,0,0,2.7504844e-05,61323.905,1426776.1,693.27346
602,0,0,0,1.7100802e-05,57469.985,1446871.6,693.66926
603,0,0,0,2.0809039e-05,55987.709,1363461.7,981.67272
604,0,0,0,1.6748857e-05,47178.75,1378326.8,677.6382
605,0,0,0,2.0926365e-05,50651.512,1323821.4,650.96001
606,0,0,0,1.4986782e-05,45145.913,1349422.4,693.85379
607,0,0,0,1.9038985e-05,49126.885,1322169.7,685.36379
608,0,7.88299606557377e-05,0,0.0013617961,42774.345,1323821.4,657.99135
609,0,0,0,1.9840253e-05,61239.203,1200496,646.13757
610,0,0,0,3.0004617e-05,64034.353,1150395,714.98482
611,0,0,0,1.9245475e-05,44383.6,1236832.9,697.38108
612,0,0,0,2.4662164e-05,49126.885,1190585.9,630.44177
613,0,0,0,2.0436119e-05,45654.122,1183153.3,628.87506
614,0,0,0,2.0118353e-05,55648.902,1089833.4,782.43485
615,0,0,0,1.4740187e-05,41376.695,1140760.2,641.67539
616,0,0,0,1.2012776e-05,42308.412,1131951.3,631.55134
617,0,8.12696975409836e-05,0,0.001401076,59079.42,1016058.4,933.49113
618,0,0,0,1.5569768e-05,36167.552,1149018.6,746.44485
619,0,8.38853114754098e-05,0,0.0014424182,46882.381,1074142.5,665.12066
620,0,0,0,2.5087966e-05,45908.227,1037255,669.82403
621,0,0,0,1.7523428e-05,46204.682,979170.88,663.36903
622,0,0,0,1.7540792e-05,39640.314,961002.4,683.19255
623,0,0,0,1.442874e-05,33457.103,983850.64,592.66552
624,0,0,0,2.5445414e-05,32017.177,984951.76,663.61807
625,0,8.35331721311475e-05,0,0.0014384732,31932.534,980822.56,590.72883
626,0,0,0,1.4229095e-05,31593.669,976142.8,578.84605
627,0,0,0,1.3007012e-05,25918.667,1012204.5,513.99206
628,0,0,0,1.2448265e-05,33838.26,955772.08,566.14759
629,0,9.24164590163934e-07,0,2.9292017e-05,29603.184,979721.44,633.61036
630,0,0,0,2.5700223e-05,35151.133,926041.84,634.99834
631,0,0,0,2.4307192e-05,33499.453,913929.52,912.81863
632,0,7.65864401639344e-05,0,0.0013228736,28756.217,940081.12,700.99949
633,0,0,0,2.4977375e-05,33584.155,875940.89,611.74198
634,0,0,0,1.5583966e-05,33922.961,867957.77,551.61923
635,0,0,0,1.0288395e-05,21344.784,933749.68,468.35412
636,0,0,0,1.55252e-05,41588.449,797210.81,698.08701
637,0,0,0,1.2651243e-05,28798.519,876491.45,489.46768
638,0,0,0,1.6182977e-05,25198.704,897963.28,573.96888
639,0,0,0,1.1197342e-05,33414.752,837676.97,615.10852
640,0,0,0,1.9157061e-05,35998.148,817030.97,601.19577
641,0,0,0,1.1751211e-05,30704.303,850615.13,531.49021
642,0,0,0,1.4055263e-05,31424.266,839053.37,632.53573
643,0,0,0,1.5653679e-05,31508.968,819783.77,556.74277
644,0,0,0,3.3613746e-05,21895.344,844834.25,1141.7005
645,0,0,0,1.0474255e-05,20709.523,831620.81,410.15341
646,0,0,0,1.2972361e-05,31000.758,763351.38,720.95392
647,0,0,0,1.4725664e-05,23208.218,788952.41,554.10415
648,0,0,0,1.6200842e-05,26045.719,807396.17,715.78926
649,0,0,0,1.6094255e-05,26342.175,773261.45,605.44199
650,0,0,0,1.0668706e-05,18803.739,816205.13,446.67462
651,0,7.24632295081967e-05,0,0.0012495662,24351.728,779868.17,607.75829
652,0,0,0,1.2436217e-05,20497.769,802991.69,595.85587
653,0,0,0,1.4920389e-05,20031.911,802716.41,537.13788
654,0,0,0,1.1899854e-05,19354.299,806295.05,507.85316
655,0,0,0,1.3590316e-05,24986.95,746834.58,514.437
656,0,0,0,1.6986137e-05,23377.621,723160.5,702.79541
657,0,1.02864819672131e-06,0,3.9138203e-05,26596.28,695632.5,857.38648
658,0,0,0,1.8957985e-05,33287.7,648834.9,723.47287
659,0,0,0,1.2961596e-05,20836.575,725638.02,466.53644
660,0,0,0,2.026639e-05,22996.464,706918.98,557.81963
661,0,0,0,1.9261651e-05,19015.493,730042.5,484.62974
662,0,0,0,1.7172943e-05,24944.599,689851.62,532.09907
663,0,0,0,1.2323023e-05,25071.652,675812.34,577.98691
664,0,0,0,9.91336e-06,19439,702514.5,644.09843
665,0,7.17395967213115e-05,0,0.0012349907,20497.802,694531.38,518.38534
666,0,7.7635981147541e-05,0,0.0013353272,18676.718,704441.46,570.06003
667,0,0,0,2.1312365e-05,21090.68,688475.22,528.32266
668,0,0,0,1.9765227e-05,23038.815,670857.3,612.7728
669,0,0,0,3.3994609e-05,16940.305,709671.78,1065.7715
670,0,0,0,1.6196951e-05,21810.643,673885.38,537.55578
671,0,0,0,1.2748598e-05,18846.089,688750.5,535.97942
672,0,0,0,1.9026422e-05,18549.634,672784.26,646.23132
673,0,8.25953770491803e-05,0,0.0014221408,20370.754,660396.66,578.07254
674,0,0,0,1.3205356e-05,21260.083,649385.46,547.6014
675,0,0,0,2.3795354e-05,20582.471,643604.59,573.20299
676,0,0,0,1.6422297e-05,31297.214,573132.91,750.63784
677,0,0,0,1.3152074e-05,18761.388,638649.55,561.68461
678,0,0,0,2.0528392e-05,17702.619,629014.75,490.71126
679,0,0,0,1.8967492e-05,14780.416,644155.15,709.58487
680,0,0,0,2.8317197e-05,17914.373,621031.63,863.53458
681,0,0,0,1.1650475e-05,21302.434,591026.11,537.03337
682,0,0,0,1.2950325e-05,14695.715,629565.31,412.96757
683,0,0,0,1.259384e-05,14865.118,625160.83,489.6172
684,0,0,0,1.0879086e-05,14187.506,629565.31,498.81188
685,0,0,0,1.5414412e-05,14611.013,621031.63,369.27897
686,0,0,0,1.0530986e-05,18210.828,592127.23,576.31301
687,0,0,0,1.2943425e-05,19777.806,581666.59,589.99467
688,0,7.9244106557377e-05,0,0.0013666674,20455.454,574234.03,539.45544
689,0,0,0,1.2466411e-05,19396.649,576986.83,513.7672
690,0,0,0,1.2589953e-05,14356.909,600660.91,611.29805
691,0,0,0,1.1854424e-05,13763.998,603138.43,533.91266
692,0,0,0,1.7658545e-05,23038.815,539548.75,634.88734
693,0,0,0,1.7398487e-05,17575.567,572031.79,510.75529
694,0,7.87425631147541e-05,0,0.0013526273,13636.969,592953.07,410.98945
695,0,0,0,1.5607078e-05,19396.649,554138.59,641.30977
696,0,0,0,7.9359108e-06,21598.889,531015.07,543.08603
697,0,0,0,9.2622937e-06,13340.49,584144.11,311.17806
698,0,0,0,9.0421447e-06,14018.103,576160.99,472.04911
699,0,0,0,1.5717924e-05,15161.573,568453.15,718.09098
700,0,0,0,1.9079829e-05,19481.351,532942.03,554.00093
701,0,0,0,1.2110221e-05,14229.856,564048.67,499.45192
702,0,0,0,9.9578675e-06,15330.976,555790.27,463.8003
703,0,0,0,1.6868661e-05,12959.333,564048.67,486.01741
704,0,0,0,2.9104489e-05,20116.612,500183.72,1279.9483
705,0,0,0,1.5516499e-05,13679.296,540649.87,479.75967
706,0,0,0,1.1397806e-05,14060.453,537621.79,561.60711
707,0,0,0,1.2006492e-05,15246.275,527436.44,543.39013
708,0,0,0,1.4159306e-05,14949.819,529088.12,449.4372
709,0,0,0,1.1640229e-05,17406.164,505964.6,667.58676
710,0,0,0,1.3879367e-05,13679.296,511745.48,421.99419
711,0,0,0,1.224358e-05,14314.558,506790.44,470.05451
712,0,0,0,1.6093676e-05,13044.035,442925.48,616.53603
713,0,0,0,2.3600527e-05,22064.747,501560.12,614.84355
714,0,1.27355581967213e-05,0,0.00022904241,25241.062,416223.32,753.20504
715,0,0,0,1.3504939e-05,18380.231,451459.16,621.8739
716,0,9.26296229508197e-06,0,0.00016951303,16982.659,458891.72,750.19597
717,0,0,0,1.2865726e-05,19269.597,434667.08,653.07514
718,0,0,0,1.6759148e-05,13891.05,467425.4,471.34649
719,0,0,0,9.5475867e-06,13933.401,466049,480.47626
720,0,0,0,1.2368287e-05,13382.841,468251.24,506.79958
721,0,0,0,1.9308851e-05,16220.342,445127.72,510.52599
722,0,0,0,9.4343643e-06,16262.693,444301.88,485.47327
723,0,0,0,1.6646932e-05,13721.647,456138.92,493.33788
724,0,0,0,1.2022698e-05,13848.699,452835.56,544.11864
725,0,0,0,9.2112107e-06,14356.909,430262.6,523.59972
726,0,0,0,3.3437339e-05,21175.381,371077.41,1241.5802
727,0,7.51599336065574e-05,0,0.001293339,17744.999,388144.77,700.7978
728,8.1396122e-05,4.56271147540984e-05,6.1383895e-07,0.0049423323,3808346.2,35852739,1371.3891
729,7.5300153e-05,0.000119246295081967,9.4347396e-07,0.01559344,2306072.3,26322271,1709.8739
730,9.1842719e-05,0.00025135087704918,1.3898301e-06,0.025404656,1484653.3,20527628,1617.3798
731,9.7915623e-06,5.62494e-06,2.7242202e-08,0.00068318489,1279384.1,13446601,1583.1457
732,3.0582188e-05,6.43789762295082e-05,2.1488279e-07,0.011548633,943958.16,10430358,1296.7519
733,1.0627905e-05,2.43766229508197e-05,7.8356242e-08,0.002505534,901425.14,10566622,997.56578
734,0,0,0,2.7908529e-05,708612.96,9662602.5,1287.8825
735,3.3066944e-06,4.82955434426229e-06,1.2484917e-08,0.00053450546,570468.8,7291891.3,1072.9178
736,8.2492617e-06,5.25523778688525e-05,7.7922629e-08,0.013060997,475255.89,6462472.7,923.88791
737,7.9152869e-08,0,0,0.0001109141,525064.81,5898148.8,1150.0786
738,2.0517752e-06,3.1997887704918e-06,5.9617575e-09,0.00038948359,498216.63,5937789.1,984.74583
739,0,0,0,3.8905577e-05,422321.81,5738211.1,1143.8144
740,6.9948178e-06,2.48181032786885e-05,4.1298434e-08,0.0033313138,466508.75,5236100.4,899.26931
741,1.4579522e-05,0.000204211639344262,2.2192508e-07,0.044484737,367128.46,5254819.5,1445.8749
742,7.9784584e-08,0,0,6.8384817e-05,313565.06,4341991.1,1345.5857
743,9.5865756e-07,6.22073901639344e-07,3.1492876e-09,0.00024507878,359642.96,4025694.4,929.31192
744,0,0,0,2.2987897e-05,298149.37,4331805.7,1266.6609
745,6.9965499e-06,9.64860409836066e-05,8.0663104e-08,0.029815536,298578.5,3953020.5,1007.2659
746,0,0,0,4.362834e-05,273712.98,3715729.1,1151.3752
747,0,0,0,1.8001393e-05,251182.37,3690403.4,1453.026
748,0,0,0,2.9269307e-05,228482.37,3835200.6,1259.5324
749,1.7363096e-06,1.35705770491803e-05,1.1539961e-08,0.0018792074,272744.47,3381814.5,860.89903
750,3.2251741e-07,0,0,0.00013184814,232124.58,3593780.1,958.10301
751,0,0,0,1.5635947e-05,173934.58,3754818.9,845.41711
752,0,0,0,4.5849367e-05,224670.8,2982108,1340.8869
753,0,0,0,3.0233404e-05,149879.35,3010737.1,755.22804
754,0,0,0,4.2655336e-05,189816.12,2743990.8,805.15163
755,0,0,0,2.7320051e-05,161610.51,2727198.7,976.08621
756,0,0,0,3.0085678e-05,154241.48,2630024.9,1048.1244
757,0,0,0,2.8321927e-05,144331.4,2606075.5,836.55268
758,0,0,0,3.5222235e-05,133362.55,2549367.9,726.61116
759,0,0,0,1.61807e-05,113457.69,2678474.2,822.3548
760,0,0,0,2.4516809e-05,133997.81,2248762.1,997.93367
761,0,0,0,2.6942306e-05,114982.32,2333273.1,791.86109
762,0,0,0,2.7304489e-05,116168.14,2307121.5,853.20781
763,0,0,0,2.3508637e-05,122224.3,2239402.6,1265.5674
764,0,0,0,2.8695068e-05,124172.44,2143605.2,891.88757
765,0,0,0,3.0141094e-05,113076.54,2175812.9,849.30867
766,0,0,0,2.5977521e-05,116634,2071206.5,907.04981
767,0,0,0,1.0497909e-05,81609.92,2041751.6,656.55965
768,0,0,0,2.1423681e-05,83303.951,1927510.4,852.69428
769,0,0,0,3.7753383e-05,100837.17,1674528.1,748.87551
770,0,0,0,2.4512295e-05,71699.842,1821527.6,740.54867
771,0,0,0,2.2621054e-05,83642.757,1730960.5,759.03645
772,0,0,0,1.8120586e-05,73817.38,1789870.4,771.98704
773,0,0,0,2.2768828e-05,69370.55,1789044.6,926.27934
774,0,0,0,2.3934387e-05,76273.724,1728483,772.94401
775,0,0,0,1.9758565e-05,67168.31,1787117.6,691.21968
776,0,0,0,2.2085341e-05,73351.521,1722426.8,788.06907
777,0,0,0,3.2065686e-05,81313.465,1645899,761.95759
778,0,0,0,1.9719106e-05,78857.121,1634612.5,853.23129
779,0,0,0,1.4823037e-05,64923.72,1647000.1,648.39576
780,0,0,0,2.0384226e-05,73055.066,1591668.8,766.41304
781,0,0,0,3.0386079e-05,74452.641,1575702.6,709.97365
782,0,0,0,1.2437029e-05,51583.229,1718848.2,624.72284
783,0,0,0,1.0437437e-05,52726.7,1702881.9,600.2753
784,0,0,0,2.3007861e-05,57258.231,1632960.8,1276.969
785,0,0,0,2.3540611e-05,61112.151,1602680,743.12044
786,0,0,0,1.6256015e-05,75934.918,1505506.2,871.46003
787,0,0,0,1.9568461e-05,60985.099,1544871.2,785.98214
788,0,0,0,2.4606416e-05,64203.757,1509360.1,901.53949
789,0,0,0,1.8311245e-05,60392.188,1529180.3,785.88415
790,0,0,0,1.727118e-05,49084.534,1553680.2,746.76073
791,0,0,0,2.3869845e-05,57088.828,1433107.6,786.66686
792,0,0,0,2.1994644e-05,58317.001,1415489.6,673.27809
793,0,0,0,1.9648881e-05,45357.667,1373096.5,581.65642
794,0,0,0,1.9551824e-05,47644.608,1307029.3,1197.7801
795,0,0,0,2.3838289e-05,54971.29,1191136.5,1298.5394
796,0,0,0,2.7330097e-05,46162.332,1222243.1,729.84679
797,0,0,0,1.8770626e-05,41461.397,1229400.4,741.06775
798,0,0,0,1.7960554e-05,46331.735,1174894.9,739.23616
799,0,0,0,1.8387093e-05,45527.07,1163608.5,695.6374
800,0,0,0,1.5928274e-05,38581.545,1164984.9,715.4301
801,0,0,0,2.0783076e-05,56199.462,1044962.8,846.8786
802,0,0,0,2.9046521e-05,45103.562,1115985,698.30985
803,0,0,0,1.2309337e-05,33118.297,1190310.6,647.00706
804,0,0,0,1.2261051e-05,39259.157,1114608.6,727.3083
805,0,0,0,1.6030684e-05,46797.593,1057350.4,744.50085
806,0,0,0,2.1360022e-05,40699.083,1093412.1,1081.1184
807,0,0,0,2.0092439e-05,42816.621,1073316.6,1179.5401
808,0,0,0,2.0946462e-05,35235.835,1120114.2,643.77282
809,0,0,0,1.3567209e-05,27655.048,1137732.1,638.47305
810,0,0,0,1.7455511e-05,43621.286,1021288.7,684.115
811,0,0,0,1.4851478e-05,29899.639,1088732.3,531.91243
812,0,0,0,1.6494045e-05,33626.506,1060653.7,975.56621
813,0,0,0,1.7759743e-05,29603.183,1065333.5,695.63561
814,0,0,0,3.1801178e-05,37311.022,984676.48,1124.4159
815,0,0,0,1.1078226e-05,32567.737,994861.84,537.62345
816,0,0,0,1.4910841e-05,37946.284,947788.96,718.88345
817,0,0,0,1.5812873e-05,28375.011,1005322.5,655.6141
818,0,0,0,1.2756209e-05,29899.639,992384.32,622.96063
819,0,0,0,1.2848026e-05,38454.493,927693.52,684.92928
820,0,0,0,1.1083878e-05,22615.307,1030648.2,534.69294
821,0,0,0,1.8561433e-05,40487.329,911727.28,1260.1438
822,0,0,0,1.4693052e-05,31805.423,964030.48,729.12794
823,0,0,0,1.3977864e-05,32779.49,949715.92,527.07635
824,0,0,0,1.6344295e-05,29391.429,931547.44,586.50754
825,0,0,0,1.9135125e-05,34600.573,965406.88,721.0198
