"bpt","logM200","r_r200","zoo"
1,1.314387026,-0.4612268197,"S"
1,-1.116316369,-0.7624308822,"S"
1,-1.133664248,-0.9144205464,"S"
0,0.333662804,-0.8376161756,"S"
0,0.68741468,-1.00539683,"S"
1,0.68741468,-0.7772789339,"S"
0,1.018334954,-0.9447235712,"S"
0,1.018334954,-0.6138595869,"S"
0,1.018334954,-0.7321491203,"S"
0,0.178601047,-0.7595503457,"S"
0,-1.239200052,-0.7221447323,"S"
0,1.11411042,-0.8000202605,"S"
0,1.101901376,-0.6980174224,"S"
0,1.101901376,-0.7787727373,"S"
0,0.178601047,-0.8485183224,"S"
0,-0.047887065,-0.8110991419,"S"
1,-0.047887065,-0.8542558551,"S"
1,-0.264511374,-0.8892309372,"S"
1,-0.264511374,-0.7034842838,"S"
1,-0.264511374,-0.5647070499,"S"
0,-1.352564819,-0.7877760635,"S"
1,-0.672686616,-0.8119218152,"S"
0,-0.672686616,-0.4895164862,"S"
0,0.978776272,-0.7384069219,"S"
1,0.697657861,-0.7792038395,"S"
1,0.666342008,-0.4846573896,"S"
0,0.697657861,-0.8950315286,"S"
0,-0.34387016,-0.6680646137,"S"
1,0.839234486,-0.8506532007,"S"
0,-0.76294387,-0.6367834524,"S"
1,-0.76294387,-0.8439123028,"S"
0,1.156704119,-0.8521087319,"S"
1,-0.586016199,-0.7027385086,"S"
0,-1.147804666,-0.6914739949,"S"
1,-1.147804666,-0.7041095203,"S"
1,-0.634541975,-0.8960201752,"S"
0,0.194189996,-0.5063483547,"S"
0,1.350324381,-1.0490593519,"S"
1,1.350324381,-0.7333694429,"S"
1,-1.549771919,-0.961583608,"S"
1,1.660585849,-0.7989620702,"S"
0,1.660585849,-0.9542750819,"S"
0,0.056096742,-0.6491392384,"S"
0,-0.791155729,-0.9739099279,"S"
0,-0.791155729,-0.9339779592,"S"
0,-0.140972403,-0.5624736723,"S"
1,-0.332109471,-0.7436950672,"S"
1,-1.458169601,-0.6119038507,"S"
0,-1.458169601,-0.9360479687,"S"
1,0.87817237,-0.5546280458,"S"
0,1.016058691,-0.5318541306,"S"
1,1.016058691,-0.4331001914,"S"
1,0.351355571,-0.6650076314,"S"
0,-1.240269205,-0.9034245716,"S"
0,-1.14680449,-0.8619177812,"S"
0,-1.200193191,-0.8304246693,"S"
0,0.508245235,-0.7043241871,"S"
0,0.508245235,-0.9751227885,"S"
0,-0.231815968,-0.8564410935,"S"
0,0.159425261,-0.9838858567,"S"
1,0.782879747,-0.7562563098,"S"
0,0.782879747,-0.3462307344,"S"
1,-0.974601788,-0.5105301642,"S"
0,-0.931594223,-0.5273829031,"S"
0,0.077824701,-1.0301688973,"S"
1,0.077824701,-0.6771479875,"S"
1,0.077824701,-0.7358211095,"S"
1,-0.563874373,-0.5400973175,"S"
0,0.252372644,-0.941901141,"S"
0,-0.601018838,-0.8927733167,"S"
0,-0.535869448,-0.5288784436,"S"
1,-0.535869448,-0.764716726,"S"
0,-0.937940167,-0.3424322155,"S"
1,-0.937940167,-0.7555573421,"S"
0,1.075138048,-0.7643724061,"S"
0,0.219780704,-0.5835596522,"S"
0,0.219780704,-0.944028335,"S"
0,0.176152341,-0.8176412492,"S"
0,0.176152341,-0.7892206297,"S"
1,0.24837194,-0.7601821061,"S"
0,-0.421297571,-0.5575235723,"S"
1,-0.285032225,-0.6492015166,"S"
0,-0.484308654,-0.776967984,"S"
1,-0.186497652,-0.4993681635,"S"
1,-0.186497652,-0.8896065846,"S"
1,0.822369451,-0.6739146583,"S"
0,0.822369451,-0.4025073392,"S"
0,-0.044300228,-0.8422051998,"S"
0,0.830888191,-0.7774202598,"S"
1,0.830888191,-0.6391874318,"S"
0,-0.641094852,-0.7343284466,"S"
1,0.830888191,-0.6379780462,"S"
0,-0.421538993,-0.9449974433,"S"
0,-0.166425156,-0.4198463263,"S"
1,-0.412882298,-0.6906490199,"S"
1,-0.697863458,-0.9511613743,"S"
0,-0.584602157,-0.626275588,"S"
1,1.453997789,-0.6989944027,"S"
0,1.453997789,-0.7314428378,"S"
0,1.453997789,-0.7286625876,"S"
0,1.453997789,-0.7190896292,"S"
1,1.453997789,-0.688463562,"S"
0,1.453997789,-0.2352096785,"S"
0,-0.860236845,-0.9282548094,"S"
1,0.143387957,-0.9570350849,"S"
1,-1.416610567,-0.7334932757,"S"
0,-1.416610567,-0.7342092138,"S"
1,-1.060099585,-0.3503275335,"S"
0,0.515143,-0.849376252,"S"
1,0.515143,-0.9851888262,"S"
1,0.515143,-1.0013257637,"S"
1,0.515143,-0.9967462658,"S"
0,-0.137626987,-0.6753797161,"S"
1,0.133800064,-0.9646714118,"S"
1,0.774740384,-0.5895225511,"S"
1,1.491694074,-0.8191919685,"S"
1,1.491694074,-0.4497152491,"S"
0,1.491694074,-0.8163429437,"S"
0,-0.813573465,-0.713939313,"S"
0,-0.324866817,-0.96358531,"S"
1,-0.324866817,-1.0087856781,"S"
0,0.367841229,-0.7438090636,"S"
0,0.367841229,-0.9315181095,"S"
0,0.822369451,-1.0466854068,"S"
1,-0.044300228,-0.8422701189,"S"
0,0.822369451,-0.8172416158,"S"
0,-0.044300228,-0.472639067,"S"
0,-0.044300228,-0.8241223954,"S"
1,-0.87975752,-0.8727949337,"S"
0,-0.21181245,-0.8516959131,"S"
1,-0.21181245,-0.7138227422,"S"
0,1.904076952,-0.4437156098,"S"
1,1.904076952,-0.9728283986,"S"
1,-1.074550402,-0.866069619,"S"
0,-1.513627631,-0.7314800958,"S"
0,-1.513627631,-0.911266655,"S"
0,-1.373465047,-0.6155588959,"S"
1,-1.160841442,-0.8959320508,"S"
1,0.924663306,-0.846258002,"S"
1,-0.142179512,-0.8713753566,"S"
0,-0.142179512,-0.8656434825,"S"
0,-0.645336977,-0.5348322242,"S"
0,-0.801364421,-0.7470005615,"S"
1,-0.842233678,-1.0068962913,"S"
1,-0.842233678,-0.953485051,"S"
1,-1.286829119,-0.8003710807,"S"
0,0.680827314,-0.8045156204,"S"
0,0.680827314,-0.6279357221,"S"
1,-0.53607638,-0.9066389147,"S"
1,-0.49793174,-0.5753647796,"S"
1,0.009709272,-1.008505357,"S"
0,-1.402642593,-0.7520442885,"S"
1,-0.289446794,-0.4669355786,"S"
1,0.609538913,-0.8677827669,"S"
1,0.609538913,-0.8087376023,"S"
1,1.372880073,-0.5663109997,"S"
0,1.372880073,-0.6070011188,"S"
1,1.372880073,-0.9540451433,"S"
1,0.714350452,-0.3680025575,"S"
1,-0.804847792,-0.9358830976,"S"
1,-0.804847792,-0.5775862777,"S"
0,2.103870715,-0.7037597856,"S"
1,2.103870715,-0.6322886519,"S"
0,2.103870715,-1.0381938402,"S"
1,2.103870715,-0.837117674,"S"
1,-1.152219236,-0.714414887,"S"
0,-0.15956188,-0.6740917021,"S"
1,-0.15956188,-0.5101323824,"S"
1,0.401088456,-0.8271429042,"S"
0,-1.148046088,-0.4173498821,"S"
0,-0.584602157,-0.7514283067,"S"
0,1.20978242,-0.6738190186,"S"
1,-1.297589632,-0.5778981737,"S"
0,1.20978242,-0.761815987,"S"
0,0.033954916,-0.9366976633,"S"
1,1.313145428,-0.4202665903,"S"
0,1.313145428,-0.9115103781,"S"
0,1.313145428,-0.7525294349,"S"
0,-0.149353188,-0.629946651,"S"
0,-0.534524383,-0.8480353139,"S"
1,-0.047093822,-0.5239360827,"S"
0,2.190851531,-0.8570728049,"S"
1,-0.775670246,-0.9610807614,"S"
1,-0.183497124,-0.5226996718,"S"
0,-0.418331533,-0.5383636288,"S"
1,-0.389257453,-0.8928894435,"S"
0,-0.596914667,-0.6885187033,"S"
0,-1.102693283,-0.7873184319,"S"
1,-1.335423873,-0.6497336417,"S"
1,-0.227194465,-0.4709570249,"S"
0,-0.980671821,-0.6019782915,"S"
1,0.597916179,-0.7534330536,"S"
1,-0.885379198,-0.4138409502,"S"
0,0.071237336,-0.8221666444,"S"
0,-0.664512764,-0.9469086625,"S"
0,-0.664512764,-0.4840287431,"S"
1,0.201915493,-0.7167934604,"S"
1,-0.427988404,-0.5072045248,"S"
1,1.546289884,-0.7211597731,"S"
1,0.189396049,-0.9261547704,"S"
1,1.546289884,-0.7019612716,"S"
1,1.546289884,-0.8658891563,"S"
0,0.189396049,-0.8541439159,"S"
1,1.546289884,-0.6964728167,"S"
1,1.546289884,-0.9781717989,"S"
1,-1.065479841,-0.8949788288,"S"
1,-1.373051181,-0.9817231173,"S"
1,-0.881688894,-0.818326114,"S"
1,-0.118313246,-0.644481991,"S"
1,-1.488450789,-1.0436786342,"S"
1,-0.901554457,-0.7619239104,"S"
1,0.395949621,-0.6009429107,"S"
0,-0.875136017,-0.7238451379,"S"
0,-0.159906768,-0.74119558,"S"
0,-0.159906768,-0.3957979874,"S"
0,-1.123765955,-0.8233974287,"S"
1,0.036507089,-0.746153164,"S"
1,-0.179737843,-0.7414589363,"S"
1,-0.533696652,-0.6258124681,"S"
1,-0.533696652,-0.961119217,"S"
1,-0.533696652,-0.5257437839,"S"
1,-0.533696652,-0.6128520157,"S"
0,-0.71979835,-0.6654823846,"S"
1,0.55270133,-0.5119304341,"S"
1,-1.093657211,-0.8043176497,"S"
1,0.55270133,-0.9084162285,"S"
0,-1.102693283,-1.0340851461,"S"
1,1.144219164,-0.7238517586,"S"
0,1.144219164,-0.7217520663,"S"
0,1.144219164,-0.6917660875,"S"
0,0.44882099,-0.7585685567,"S"
0,-0.966841802,-0.483169714,"S"
0,-0.146835504,-0.8237986036,"S"
0,0.44882099,-0.5047738387,"S"
0,0.248165007,-0.8687088434,"S"
1,1.852999003,-1.0121486183,"S"
1,-0.146835504,-0.5181283134,"S"
0,1.852999003,-0.5004746652,"S"
1,0.489966158,-0.597255921,"S"
1,0.489966158,-0.6326310328,"S"
0,0.521902809,-0.7723442627,"S"
0,-0.858305471,-1.0013749968,"S"
0,-0.151767406,-0.4959587183,"S"
1,-0.513658644,-0.9810880797,"S"
1,0.872757624,-0.5377035753,"S"
0,2.192713927,-0.6259210009,"S"
1,2.192713927,-0.8138797128,"S"
1,2.192713927,-0.4812154328,"S"
0,2.192713927,-0.529517346,"S"
0,0.872757624,-0.8428910617,"S"
1,0.872757624,-0.9594671177,"S"
0,0.070961425,-0.9818276932,"S"
0,2.192713927,-0.3202848548,"S"
1,-0.025641773,-0.6170743453,"S"
1,-0.688585964,-0.6958682365,"S"
1,-0.878481433,-0.3729471729,"S"
1,2.146498902,-0.7608918436,"S"
1,2.146498902,-0.4237753933,"S"
0,2.146498902,-0.9978102741,"S"
0,2.146498902,-0.7926570127,"S"
0,2.146498902,-0.8647363988,"S"
1,2.146498902,-0.8604720875,"S"
1,-1.496417707,-0.802777233,"S"
1,-0.846096427,-0.5940118288,"S"
1,-0.170839726,-0.5977275087,"S"
1,-0.395361975,-0.7460597277,"S"
1,-0.441749445,-0.945705051,"S"
1,-0.441749445,-0.807794995,"S"
0,-0.218606748,-0.8940359403,"S"
1,-0.654028161,-0.9670244508,"S"
1,-0.654028161,-0.9954080291,"S"
0,0.082929047,-0.7949444073,"S"
1,-1.589020202,-0.8885908786,"S"
1,0.641130677,-0.6301467334,"S"
1,0.641130677,-0.5743211201,"S"
0,0.02150445,-0.9269437275,"S"
0,-0.448681698,-0.6254968403,"S"
0,0.502313157,-0.5123803403,"S"
1,0.248233985,-0.7271285624,"S"
0,0.248233985,-0.7276115504,"S"
1,-0.21181245,-0.6361415513,"S"
0,2.539395594,-0.5503726066,"S"
0,-0.949942278,-0.5718321211,"S"
1,0.661513572,-0.8212908271,"S"
0,-0.410640525,-0.5699866503,"S"
1,-0.045438359,-0.551411964,"S"
1,-0.632403668,-0.3839331672,"S"
1,0.349148286,-0.6306093629,"S"
1,-0.654028161,-0.8096379116,"S"
1,1.734150513,-0.5393714177,"S"
0,1.734150513,-0.8884198949,"S"
1,-1.260307213,-0.7611771511,"S"
1,-1.260307213,-0.7509934231,"S"
1,-0.348905528,-0.6044675049,"S"
1,0.316211458,-0.9326750032,"S"
0,0.316211458,-0.715073167,"S"
1,0.316211458,-0.4543545085,"S"
0,-1.348357182,-0.693316666,"S"
1,-1.348357182,-0.7541150234,"S"
1,-0.346146422,-0.7883813614,"S"
1,-1.478690451,-0.7597312938,"S"
1,-1.327422466,-0.6647955121,"S"
0,-0.650027458,-0.6803493002,"S"
1,1.407989696,-0.7449459216,"S"
1,1.407989696,-0.6170253057,"S"
1,0.809608586,-0.2900623176,"S"
0,0.809608586,-0.5215545231,"S"
0,0.809608586,-0.8071166174,"S"
1,0.809608586,-0.8418026273,"S"
1,0.809608586,-0.5409019856,"S"
0,-1.501177165,-0.7966818172,"S"
0,1.407989696,-0.2359696112,"S"
1,0.430817823,-0.4279926424,"S"
1,0.430817823,-0.5519619975,"S"
0,-0.003293015,-0.8656801533,"S"
1,-1.031784259,-0.5443455031,"S"
1,-1.536769632,-0.9906715638,"S"
1,-0.969187042,-0.5854251652,"S"
1,0.126971277,-0.9275900305,"S"
0,0.126971277,-0.8310586491,"S"
1,-0.578808034,-0.7044456458,"S"
0,0.596019294,-0.737417649,"S"
1,0.596019294,-0.6609820564,"S"
1,0.596019294,-0.8087379318,"S"
1,0.571946094,-0.5165684085,"S"
1,-1.367395014,-0.9085564715,"S"
1,-0.746492701,-0.8582408937,"S"
1,-0.713762806,-0.7289332961,"S"
1,0.580809722,-0.5551199711,"S"
1,0.792812528,-0.8218362,"S"
0,-0.128004605,-0.3338605754,"S"
0,-0.402225251,-0.6089514656,"S"
0,0.800882913,-0.8273017917,"S"
0,-0.441508023,-0.7726150017,"S"
0,-0.125004078,-0.9008324469,"S"
0,0.644441604,-0.6949452544,"S"
1,1.63561594,-0.3302514014,"S"
1,0.644441604,-0.7173278381,"S"
1,0.433714884,-0.7972471675,"S"
1,0.235680052,-0.6373595662,"S"
0,0.235680052,-1.0245815254,"S"
1,0.235680052,-0.5744593505,"S"
1,0.235680052,-0.9906160054,"S"
0,0.235680052,-0.5150426555,"S"
1,-0.825575576,-0.7547915981,"S"
1,1.252376119,-0.9604176948,"S"
0,1.218921959,-0.5919290368,"S"
0,-0.145111062,-0.8345647627,"S"
1,-1.238234365,-0.908844614,"S"
1,-0.87534295,-0.8939343348,"S"
1,-0.47123739,-0.872205806,"S"
1,-0.849683264,-0.7346097778,"S"
1,-1.453065254,-0.976849651,"S"
0,-0.369667801,-0.6735567864,"S"
1,-1.394641185,-0.7951746544,"S"
0,-0.369667801,-0.7428072541,"S"
0,2.539395594,-0.8471013976,"S"
1,-0.693448888,-0.8643929128,"S"
0,1.301729627,-0.7818332374,"S"
0,1.301729627,-0.8083090131,"S"
0,0.772050256,-0.8779932746,"S"
0,-0.403397871,-0.9618048787,"S"
0,-0.419262731,-0.6644197721,"S"
1,-0.665099074,-0.7182130458,"S"
1,0.815195776,-0.6517205523,"S"
1,0.130834025,-0.6560228951,"S"
0,0.815195776,-0.8415736522,"S"
0,0.815195776,-0.8033491394,"S"
1,0.815195776,-0.6991861791,"S"
0,-0.199258517,-0.8496361194,"S"
1,-1.580984306,-0.842237542,"S"
1,0.046301915,-0.4869146306,"S"
0,-0.858408937,-0.70028731,"S"
0,-0.014674327,-0.7542914789,"S"
0,-0.226366734,-0.7585787049,"S"
0,-0.883516802,-0.6943703511,"S"
1,-0.780119305,-0.6897790401,"S"
1,-0.262683466,-0.8461202404,"S"
0,-0.461063186,-0.7795211319,"S"
0,-0.058820023,-0.447738662,"S"
1,-1.118972009,-0.6183440448,"S"
0,1.990954302,-0.9004473835,"S"
0,-0.070028891,-0.9674487548,"S"
1,-0.070028891,-0.7710414189,"S"
1,-0.793914835,-0.7241541953,"S"
0,-0.803606195,-0.6132573282,"S"
1,-0.803606195,-0.6596289303,"S"
1,-0.432368484,-0.7253038445,"S"
1,-0.432368484,-0.9350775824,"S"
0,-0.427988404,-0.6797507627,"S"
0,-0.432368484,-0.7728151812,"S"
0,-0.432368484,-0.9442146163,"S"
1,-0.774152738,-0.8433486521,"S"
1,-1.26213512,-0.4950834686,"S"
0,-1.26213512,-1.0126511502,"S"
0,-1.361497425,-0.7888969452,"S"
1,-1.361497425,-0.7507383106,"S"
0,-0.390878428,-0.8456721774,"S"
0,-1.274585586,-0.7061205498,"S"
0,1.894351104,-1.002404266,"S"
1,1.894351104,-0.6203290392,"S"
0,-0.796432519,-0.9183143353,"S"
1,-1.119972184,-0.8176995655,"S"
1,0.718178711,-0.9007105635,"S"
1,-0.626126702,-0.4671966167,"S"
0,0.764462714,-0.6892336892,"S"
0,-0.361942304,-0.6787098129,"S"
0,-1.153598789,-0.6050317331,"S"
1,-1.074136536,-0.9469102454,"S"
1,-1.221369329,-0.65699001,"S"
1,1.78822899,-0.6605990946,"S"
0,1.78822899,-0.8119462205,"S"
1,1.580675242,-0.9515198432,"S"
0,-0.944355089,-0.5927343644,"S"
1,-1.009263057,-0.9181263202,"S"
1,1.580675242,-0.958003532,"S"
0,-1.268722486,-0.9560690711,"S"
1,1.28110531,-0.7978122668,"S"
0,-1.507281687,-0.6402300653,"S"
1,-0.921695931,-0.5149198304,"S"
1,-0.921695931,-0.7526960792,"S"
1,-0.644026402,-0.9167232377,"S"
0,-1.540770336,-0.7896578098,"S"
0,-0.828024282,-0.6900837907,"S"
0,-1.240752049,-0.4665527421,"S"
0,0.572566893,-0.7490175688,"S"
0,1.101901376,-0.9752557312,"S"
1,-1.546288548,0.0574949281,"S"
0,-1.571810278,0.2995624462,"S"
0,-1.42326691,0.6291587069,"S"
1,-1.580984306,1.561303504,"S"
1,-1.488450789,-0.2110865374,"S"
0,-1.528595781,0.8878518564,"S"
1,-1.287794806,-0.2403419957,"S"
1,-1.592400107,-0.8552102339,"S"
1,-1.545978149,0.8023337987,"S"
0,-1.446374422,2.028409502,"S"
0,-1.446374422,0.6153198794,"S"
0,-1.446374422,0.2994013343,"S"
1,-1.576052404,1.4919750395,"S"
1,-1.502384274,0.6826173953,"S"
0,-1.511696257,-0.1918879616,"S"
1,-1.511696257,0.2129785354,"S"
0,-1.335423873,0.4448196423,"S"
0,-1.343632213,0.3596247416,"S"
0,-1.593572727,2.3359890893,"S"
1,-1.205573448,1.3411631033,"S"
1,-1.522077393,1.2617856485,"S"
1,-1.540770336,2.2365401748,"S"
0,-1.495727931,-0.293945147,"S"
1,-1.380086901,2.1746065166,"S"
1,-1.228956871,1.2047181195,"S"
0,-1.228646471,0.9166767459,"S"
1,-1.337631158,0.8562399931,"S"
0,-1.434648222,0.2673267774,"S"
0,-0.682515931,1.8807065625,"S"
0,-1.349943668,1.6880635503,"S"
0,-1.251133185,0.0072286681,"S"
1,-1.336148138,-0.2737452297,"S"
0,-1.352564819,0.9270078018,"S"
0,-1.333664943,1.6453454645,"S"
1,-1.243442177,2.0135442905,"S"
1,-1.20667709,2.0462161711,"S"
0,-1.438028127,1.0950612791,"S"
1,-1.282586993,1.6782100957,"S"
0,-1.282586993,0.9264407261,"S"
1,-1.205332026,-0.3286766135,"S"
0,-1.183742022,-0.1398776589,"S"
0,-1.397538247,0.1869861401,"S"
0,-1.226611631,0.2675558355,"S"
0,-1.29296813,2.4111713113,"S"
1,-1.223197237,0.2018340315,"S"
1,-1.323042385,-0.0325820938,"S"
1,-1.323042385,-0.061347051,"S"
0,-1.379845479,-0.1763455741,"S"
1,-1.379845479,2.0002876356,"S"
1,-1.048649295,0.9005184418,"S"
0,-1.048649295,2.1406898401,"S"
1,-1.09134646,0.4039671484,"S"
1,-1.155392208,1.0953120771,"S"
1,-1.155392208,-0.6389262662,"S"
0,-1.155392208,1.5009812752,"S"
0,-1.267101511,-0.0887854991,"S"
0,-1.309522766,0.2184427848,"S"
1,-1.143148675,0.3949112072,"S"
0,-1.151150082,-0.3636845882,"S"
0,-1.317696617,1.2722757005,"S"
1,-1.317696617,0.7912082167,"S"
0,-1.13859615,0.5650516661,"S"
1,-1.091415438,0.378300881,"S"
1,-1.130042921,1.4153353291,"S"
0,-1.281690284,0.2299913209,"S"
0,-1.253478425,1.2246966648,"S"
1,-1.091001572,1.9919470464,"S"
0,-1.203573096,1.1707539131,"S"
1,-0.994294907,0.5143159203,"S"
1,-1.373051181,1.4915789892,"S"
0,-0.969187042,1.7826135804,"S"
1,-1.238234365,2.3631179936,"S"
1,-1.009263057,-1.0232175197,"S"
1,-1.220300176,-0.4975236435,"S"
0,-1.220300176,-0.1601884691,"S"
1,-1.239200052,1.5077845522,"S"
1,-0.963289453,0.712018857,"S"
1,-0.963289453,2.4188909472,"S"
1,-1.092726013,0.0176475197,"S"
0,-1.272895634,-0.3481920823,"S"
1,-0.976981517,-0.1650423581,"S"
0,-1.040406466,-0.4247588174,"S"
1,-1.040406466,0.5343258645,"S"
0,-0.980740799,1.5567964256,"S"
0,-0.980740799,0.5981975924,"S"
1,-0.851545661,1.4103158865,"S"
0,-1.127490748,0.4942160637,"S"
0,-1.306349794,0.1506297569,"S"
1,-1.021472101,-0.799446375,"S"
0,-0.845613583,-0.1385952753,"S"
1,-1.074067559,1.4754706018,"S"
0,-1.091518904,-0.3990073181,"S"
0,-0.967979934,1.8585490892,"S"
0,-0.983568882,1.1269427274,"S"
1,-0.997364412,0.108501907,"S"
1,-1.065479841,-0.0332817943,"S"
1,-0.931594223,-0.6088182154,"S"
1,-0.915763853,0.9071064508,"S"
1,-0.813952842,1.0102110793,"S"
1,-1.066755928,-0.0830836543,"S"
1,-0.740319201,0.5829630133,"S"
1,-0.917419316,1.322551063,"S"
0,-0.820816118,0.9321330936,"S"
1,-0.943113491,0.9997519377,"S"
1,-0.76294387,1.067833099,"S"
0,-0.76294387,2.383045423,"S"
0,-0.798536337,-0.1480492371,"S"
1,-1.1656009,1.1304409318,"S"
1,-0.966841802,-0.1708795386,"S"
0,-0.966841802,1.1950804045,"S"
1,-0.868376207,0.0534053306,"S"
1,-0.855029032,0.1402105067,"S"
1,-1.086897401,0.3240123864,"S"
0,-1.086897401,1.1059786274,"S"
1,-1.086897401,-0.9128689464,"S"
0,-0.828024282,1.4331358433,"S"
1,-0.828024282,2.4229216512,"S"
0,-0.846096427,2.4764929289,"S"
0,-0.846096427,0.0441310539,"S"
1,-0.87975752,2.3875045737,"S"
0,-0.829541791,1.7221941253,"S"
1,-1.126490572,0.0904742554,"S"
1,-1.126490572,1.3695924185,"S"
0,-1.159082512,0.2550923019,"S"
0,-0.783085344,1.4792087976,"S"
0,-0.783085344,-0.1491784696,"S"
1,-0.875204995,1.8490026606,"S"
0,-0.868445185,-0.4800902684,"S"
1,-0.868445185,-0.471386304,"S"
0,-0.868445185,1.3218187396,"S"
1,-0.852994192,2.1403825386,"S"
0,-0.800467711,1.1901123452,"S"
1,-0.793983812,1.0288134082,"S"
1,-0.775670246,-0.1612633112,"S"
1,-0.775670246,0.9844684571,"S"
1,-0.741077955,2.0278391961,"S"
1,-0.741077955,1.1487274136,"S"
0,-0.741077955,0.2193870692,"S"
0,-0.943630823,-0.5357709106,"S"
1,-0.614917834,1.862394401,"S"
0,-0.695414751,2.4559194193,"S"
1,-0.774359671,0.7658430754,"S"
0,-0.868721096,0.1710274203,"S"
0,-0.868721096,0.935187065,"S"
1,-0.868721096,0.7959202421,"S"
1,-0.883516802,-0.0739975873,"S"
0,-0.729972554,0.3439996034,"S"
1,-0.801364421,0.0904718986,"S"
1,-0.801364421,1.7365589517,"S"
1,-0.711383077,1.4479122058,"S"
0,-0.733076548,-0.2464533803,"S"
0,-0.733076548,0.1691347637,"S"
0,-0.733076548,0.3944469481,"S"
0,-0.805365125,-0.1401756304,"S"
0,-0.780602148,-0.1122433414,"S"
0,-0.765496043,1.9062431058,"S"
1,-0.864996303,1.813448947,"S"
0,-0.864996303,1.545202598,"S"
1,-0.886620796,-0.0390668484,"S"
1,-0.577393993,0.2366162896,"S"
0,-0.511692781,0.7966017733,"S"
1,-0.835818757,0.4010042084,"S"
1,-0.693448888,0.5395817668,"S"
1,-0.904727429,0.1716781347,"S"
0,-0.904727429,0.0325971644,"S"
1,-0.787706846,-0.2886059087,"S"
0,-0.774256205,0.8613064559,"S"
1,-0.774256205,0.6033361384,"S"
1,-0.774256205,0.4020346426,"S"
0,-0.628471942,-0.0140909078,"S"
1,-0.91731585,-0.151678212,"S"
1,-0.91731585,2.3778198772,"S"
0,-0.770014079,1.1970870635,"S"
0,-0.644992089,0.6733371482,"S"
0,-0.502139377,0.4817789949,"S"
0,-0.502139377,-0.2311908797,"S"
0,-0.502139377,1.3522932572,"S"
1,-0.647854662,-0.1389145649,"S"
0,-0.441508023,-0.2824994327,"S"
0,-0.507312701,2.2458762071,"S"
0,-0.632403668,1.8987461399,"S"
1,-0.780119305,0.7797740091,"S"
0,-0.780119305,0.5451326252,"S"
1,-0.672376216,-0.7127651035,"S"
0,-0.878481433,-0.2878911702,"S"
0,-0.665099074,2.3482315317,"S"
0,-0.699346477,-0.2937325749,"S"
0,-0.711521032,1.2499647482,"S"
1,-0.736559919,-0.2468087846,"S"
0,-0.840923103,-0.2520565819,"S"
0,-0.6810674,-0.3601652246,"S"
1,-0.623505551,1.4499500986,"S"
1,-0.623505551,0.9348046129,"S"
1,-0.75239029,-0.4176877147,"S"
0,-0.782223123,1.012548702,"S"
0,-0.672686616,2.2825828999,"S"
0,-0.578808034,-0.0553752328,"S"
1,-0.508416343,1.0566364419,"S"
1,-0.494931212,1.0242726578,"S"
1,-0.758356856,1.7351726489,"S"
1,-0.807089566,-0.0455537523,"S"
0,-0.72097097,0.682542702,"S"
0,-0.72097097,2.0926783373,"S"
1,-0.513658644,2.2508599913,"S"
0,-0.589637525,0.7779588199,"S"
1,-0.589637525,-0.0880300406,"S"
1,-0.617849384,0.6291411249,"S"
0,-0.473548141,-0.2119804876,"S"
1,-0.598639109,0.6534607241,"S"
1,-0.388015856,1.5279923803,"S"
1,-0.562184421,2.4752332563,"S"
1,-0.628713364,1.9988478163,"S"
1,-0.831093788,-0.6675725934,"S"
1,-0.377634719,1.1433242744,"S"
0,-0.618401205,-0.056517598,"S"
1,-0.618401205,0.2939753775,"S"
0,-0.533696652,1.601759121,"S"
0,-0.393292646,1.363568883,"S"
1,-0.634541975,0.1386606499,"S"
1,-0.575462618,2.3571337834,"S"
1,-0.325108239,2.1700935084,"S"
0,-0.601018838,0.9496831642,"S"
0,-0.713762806,0.1043235717,"S"
0,-0.713762806,0.5681729302,"S"
1,-0.407398575,0.02582501,"S"
0,-0.407398575,1.7816363607,"S"
0,-0.387050168,-0.2920394499,"S"
1,-0.314416703,-0.5597777613,"S"
1,-0.342283674,1.9089898489,"S"
0,-0.419262731,-0.2403845868,"S"
0,-0.529006171,2.3152163653,"S"
0,-0.522453295,0.6765855902,"S"
0,-0.495138145,1.0813161633,"S"
1,-0.46389127,-0.0163295559,"S"
1,-0.54283619,-0.6231898888,"S"
0,-0.54283619,0.2383575593,"S"
0,-0.54283619,-0.4798082939,"S"
1,-0.595293693,0.0966202894,"S"
0,-0.595293693,-0.1199644612,"S"
0,-0.335799775,0.7058562113,"S"
1,-0.335799775,0.9208069034,"S"
0,-0.435093101,0.7850283926,"S"
1,-0.586016199,-0.1268106076,"S"
0,-0.421538993,0.3231460867,"S"
1,-0.418331533,0.071845799,"S"
0,-0.418331533,0.2741163899,"S"
0,-0.608020069,0.6038335582,"S"
1,-0.563874373,1.2338673923,"S"
0,-0.47123739,0.1634202917,"S"
0,-0.47123739,1.5123040878,"S"
1,-0.596914667,0.9844497278,"S"
0,-0.596914667,1.8253667492,"S"
1,-0.330729918,1.6026945204,"S"
0,-0.419366197,1.9652336885,"S"
1,-0.231815968,-0.196110397,"S"
1,-0.231815968,0.1882701797,"S"
1,-0.654028161,0.2521947523,"S"
1,-0.410640525,1.6962354336,"S"
0,-0.239955331,0.2039049109,"S"
1,-0.348905528,0.3959912347,"S"
1,-0.484308654,2.3799777244,"S"
