"name","zcmb","zhel","dz","mb","dmb","x1","dx1","color","dcolor","X3rdvar","d3rdvar","tmax","dtmax","cov_m_s","cov_m_c","cov_s_c","set","ra","dec","biascor"
"SDSS18604",0.17656,0.178,0,20.912797,0.113509,-2.079275,0.215555,-0.046418,0.029501,10.812,0.0515,54387.374357,0.208013,0.001807,0.000695,0.000382,2,-19.079082,0.42138,-0.001107
"SDSS18612",0.11368,0.11493,0,19.674591,0.111953,-0.734703,0.132844,0.060165,0.022187,10.764,0.161,54383.704683,0.173415,0.000459,0.000478,8.8e-05,2,12.287929,0.596957,-0.001198
"SDSS18617",0.32038,0.322,0,22.0083,0.12816,-0.256202,0.881585,-0.021879,0.05696,9.922,0.3815,54381.322021,1.259517,0.028865,0.0012,0.005511,2,-14.238505,0.849165,-8.9e-05
"SDSS18650",0.11271,0.114,0,19.405852,0.112009,0.885448,0.116191,-0.043361,0.021931,8.825,0.1095,54387.864611,0.128516,0.000805,0.000478,0.000286,2,-31.552765,0.015055,-0.001194
"SDSS18697",0.10602,0.10726,0,19.224685,0.111682,0.749838,0.119928,-0.002746,0.02118,10.69,0.2505,54384.431042,0.193364,0.000147,0.000444,3e-06,2,11.223947,-0.997054,-0.001158
"SDSS18721",0.39135,0.393,0,22.096499,0.148848,0.144953,0.849228,-0.134777,0.070013,11.14,0.0095,54371.389306,0.737074,0.069409,0.002168,0.019717,2,3.077347,-0.077318,-0.000524
"SDSS18740",0.15575,0.157,0,20.174029,0.111931,-0.034977,0.125853,0.024848,0.022343,10.454,0.112,54391.805751,0.107531,0.000838,0.000467,0.000325,2,16.855324,1.043746,-0.001207
"SDSS18749",0.18667,0.188,0,21.077159,0.114334,-1.441241,0.373975,0.065591,0.032761,10.876,0.039,54385.105524,0.432717,0.003176,0.000834,0.000932,2,12.547336,0.675423,-0.001041
"SDSS18768",0.19671,0.198,0,20.998833,0.118689,-0.446422,0.294152,-0.030251,0.037405,9.567,0.239,54378.986482,0.391012,0.008031,0.001221,0.002946,2,17.216736,1.197879,-0.000966
"SDSS18787",0.19191,0.193,0,21.201846,0.114568,0.145971,0.430633,0.035637,0.031868,10.829,0.0145,54387.249523,0.448832,0.006381,0.000812,0.00263,2,29.729753,-1.027071,-0.001003
"SDSS18804",0.19084,0.192,0,20.425403,0.112617,0.947789,0.1976,-0.045704,0.024894,9.965,0.033,54392.808559,0.173571,0.002032,0.00054,0.00049,2,25.265629,-0.448449,-0.001011
"SDSS18807",0.17625,0.177,0,20.591414,0.113139,0.470167,0.241505,-0.012245,0.02698,10.706,0.185,54390.27104,0.236404,0.002799,0.000628,0.00119,2,46.640945,0.793304,-0.001109
"SDSS18809",0.12837,0.129,0,19.747603,0.112485,-1.172856,0.179369,-0.07694,0.024079,10.933,0.028,54383.153867,0.267881,0.000264,0.000543,0.000241,2,50.881317,0.666634,-0.00124
"SDSS18835",0.12262,0.12319,0,19.509318,0.11183,0.757721,0.109313,-0.013286,0.021901,10.535,0.009,54392.387209,0.117049,0.000564,0.000466,0.000237,2,53.685146,0.355509,-0.001229
"SDSS18855",0.12715,0.12783,0,19.700776,0.111895,0.247941,0.143765,-0.027883,0.022132,10.246,0.2035,54385.974864,0.208046,0.000527,0.000479,0.000251,2,48.632347,0.269818,-0.001238
"SDSS18927",0.21323,0.214,0,21.240608,0.117876,-0.590113,0.377161,0.113055,0.040001,10.489,0.3495,54386.817775,0.404823,0.007375,0.001266,0.001881,2,46.682472,-0.754019,-0.00083
"SDSS18940",0.21861,0.22,0,20.966724,0.114762,-0.943963,0.213801,-0.048746,0.034043,10.15,0.3025,54396.725361,0.190948,0.002941,0.000875,0.000883,2,10.348955,0.411951,-0.000782
"SDSS18945",0.26856,0.27,0,21.597167,0.118128,0.138984,0.489273,-0.048331,0.042096,5,10,54390.386739,0.436037,0.012404,0.000971,0.002814,2,10.078404,-1.037373,-0.00035
"SDSS18965",0.20466,0.206,0,20.719102,0.115117,-0.639717,0.226971,-0.111895,0.035023,10.443,0.008,54395.342379,0.187653,0.003546,0.000908,0.000767,2,13.509144,1.069021,-0.000902
"SDSS19002",0.2671,0.268,0,21.206503,0.116111,0.323447,0.313376,-0.097382,0.037311,10.459,0.176,54393.131239,0.28515,0.006095,0.000899,0.001389,2,42.615364,-0.551163,-0.000361
"SDSS19008",0.21757,0.219,0,21.084988,0.11934,1.079449,0.390063,0.085294,0.040022,10.62,0.233,54392.648786,0.348655,0.011908,0.001404,0.004563,2,-28.036657,-1.069943,-0.000792
"SDSS19023",0.24185,0.243,0,20.841931,0.114848,1.302288,0.27181,-0.11898,0.035621,5,10,54389.835746,0.278609,0.004495,0.000833,0.000589,2,-52.883045,0.006237,-0.000575
"SDSS19027",0.2935,0.295,0,21.355269,0.120303,0.469262,0.540037,-0.006881,0.045438,9.254,0.205,54386.552133,0.626798,0.015972,0.001161,0.003692,2,-31.115822,-0.371996,-0.000184
"SDSS19067",0.35346,0.355,0,21.770897,0.125157,0.55207,0.768177,-0.065751,0.055276,5,10,54386.859606,0.850347,0.030448,0.001246,0.010792,2,-34.37188,0.984606,-0.000144
"SDSS19101",0.18563,0.187,0,20.773682,0.11449,-0.170077,0.214237,0.045482,0.029797,5,10,54395.197986,0.173785,0.003674,0.000787,0.001427,2,7.972722,0.138298,-0.001048
"SDSS19128",0.28543,0.287,0,21.594277,0.119195,1.352452,0.599831,-0.064859,0.043817,5,10,54387.047419,0.639086,0.016477,0.001059,0.00431,2,-5.796229,-0.78223,-0.000231
"SDSS19149",0.19494,0.196,0,20.367563,0.11376,1.179644,0.199894,0.010582,0.028084,9.536,0.2655,54398.82729,0.165156,0.003166,0.000738,0.001235,2,31.460009,-0.331865,-0.00098
"SDSS19155",0.07592,0.07688,0,18.228158,0.112389,1.204471,0.103122,-0.103885,0.021594,10.732,0.214,54399.682689,0.068643,0.000957,0.00047,0.000343,2,31.266495,0.174558,-0.000852
"SDSS19174",0.16357,0.1647,0,20.518238,0.114386,-0.75325,0.213083,0.056574,0.03124,10.709,0.038,54394.884731,0.189917,0.002903,0.000814,0.000981,2,25.659727,1.030393,-0.001176
"SDSS19207",0.25721,0.2587,0,21.465617,0.121726,0.432319,0.549482,0.007859,0.050475,10.821,0.379,54382.87281,0.76023,0.011495,0.001565,0.001559,2,-26.536062,-0.920283,-0.000441
"SDSS19230",0.21955,0.221,0,21.280787,0.119543,-1.62107,0.436163,0.079536,0.045823,10.324,0.06,54390.410552,0.427567,0.010589,0.001483,0.003625,2,-27.108984,0.764785,-0.000774
"SDSS19282",0.17558,0.177,0,20.292843,0.113152,1.224646,0.23711,-0.038586,0.024891,5,10,54397.434303,0.162822,0.003539,0.000579,0.000919,2,-0.927778,-0.505872,-0.001113
"SDSS19341",0.22667,0.228,0,21.43872,0.118938,-1.54953,0.369021,0.033312,0.043363,10.711,0.0045,54393.203531,0.315061,0.00832,0.001228,0.001441,2,15.860297,0.331394,-0.000711
"SDSS19353",0.15322,0.15403,0,20.209017,0.113617,0.894088,0.205982,0.036376,0.026613,10.731,0.026,54398.627535,0.134486,0.003441,0.000703,0.001373,2,43.114372,0.251817,-0.001215
"SDSS19425",0.21025,0.2116,0,21.64322,0.128931,-1.60431,0.46529,0.13062,0.056057,10.39,0.179,54392.869287,0.421973,0.019586,0.002822,0.008218,2,-36.491306,-0.740519,-0.000855
"SDSS19543",0.12164,0.123,0,19.946008,0.112462,-0.835084,0.136685,-0.021891,0.023909,8.828,0.216,54401.006018,0.119816,0.001184,0.000562,0.000587,2,-2.091648,0.279826,-0.001226
"SDSS19596",0.29135,0.292,0,21.541949,0.12122,0.639978,0.498773,-0.04433,0.045916,9.565,0.232,54396.521042,0.430263,0.01679,0.001181,0.004372,2,53.884281,0.703362,-0.000196
"SDSS19604",0.29448,0.296,0,22.400726,0.140875,1.173093,0.944335,0.172962,0.071432,10.19,0.2595,54396.258554,0.784652,0.063746,0.00316,0.020367,2,5.324447,1.074527,-0.000179
"SDSS19616",0.16455,0.16549,0,20.24377,0.113442,0.15196,0.190744,-0.023369,0.026682,11.215,0.287,54403.533325,0.138545,0.002851,0.000708,0.001396,2,37.101109,0.184666,-0.001172
"SDSS19632",0.30702,0.308,0,21.831913,0.126631,0.153977,0.525367,-0.044536,0.052497,10.803,0.127,54396.713587,0.448487,0.024089,0.001624,0.007921,2,40.286488,0.144448,-0.000123
"SDSS19658",0.19863,0.2,0,20.711318,0.116081,-0.007405,0.254101,-0.084476,0.035302,9.139,0.532,54401.812257,0.183558,0.005695,0.001079,0.002395,2,8.903193,-0.2327,-0.000951
"SDSS19702",0.26821,0.269,0,21.593672,0.121714,-1.095858,0.456154,-0.07291,0.049063,9.986,0.464,54397.22622,0.392023,0.014003,0.001332,0.004785,2,47.754841,0.356752,-0.000352
"SDSS19757",0.40128,0.403,0,21.991848,0.134806,0.174516,0.891196,-0.10457,0.06138,10.274,0.4365,54400.463763,0.829436,0.053756,0.001884,0.027125,2,-10.518977,1.22284,-0.000692
"SDSS19775",0.13668,0.1379,0,20.268803,0.113428,-0.228704,0.199062,0.093699,0.028261,10.567,0.224,54404.42565,0.182811,0.00208,0.000738,0.001031,2,-41.043903,0.651289,-0.001244
"SDSS19794",0.29542,0.29698,0,22.241585,0.134209,-2.427288,0.683233,0.045528,0.07061,11.16,0.1645,54396.129658,0.593736,0.030568,0.002369,0.007808,2,-0.680949,0.249367,-0.000174
"SDSS19818",0.29192,0.293,0,21.507747,0.124168,1.181291,0.550491,-0.005108,0.045722,10.19,0.124,54402.14743,0.404969,0.024866,0.001607,0.008566,2,35.266689,0.496411,-0.000193
"SDSS19899",0.09007,0.0914,0,18.477718,0.111899,0.284478,0.193639,-0.146258,0.021065,8.529,0.272,54418.759693,0.162669,0.001336,0.000451,0.00099,2,-18.507723,-0.648736,-0.001026
"SDSS19913",0.20557,0.207,0,20.820147,0.114899,0.082692,0.339194,-0.059073,0.03423,10.164,0.175,54406.143238,0.349769,0.004965,0.000931,0.002124,2,-26.237507,-0.341257,-0.000895
"SDSS19940",0.14582,0.147,0,19.800673,0.112189,1.044495,0.206385,-0.004648,0.024568,5,10,54407.77942,0.176588,0.00141,0.000562,0.000988,2,-44.606461,-0.268507,-0.001234
"SDSS19953",0.11767,0.119,0,19.195923,0.111671,0.743346,0.18508,-0.126086,0.021509,9.46,0.181,54415.144207,0.159412,0.001061,0.000448,0.000931,2,-27.069508,0.579076,-0.001214
"SDSS19968",0.05499,0.05603,0,18.010876,0.112893,-1.889117,0.175788,-0.035121,0.023429,10.408,0.054,54412.677323,0.102792,0.000815,0.000456,7.9e-05,2,24.348734,-0.311997,-0.000484
"SDSS19969",0.1742,0.17524,0,20.50996,0.113041,0.046786,0.248222,0.016788,0.026578,10.337,0.253,54409.050389,0.235155,0.002317,0.000653,0.001138,2,31.910473,-0.324,-0.001121
"SDSS19990",0.24495,0.246,0,21.379199,0.119541,-1.313715,0.3329,-0.086373,0.045524,10.306,0.0445,54403.329888,0.298159,0.009545,0.001467,0.004573,2,34.806366,-0.384841,-0.000547
"SDSS19992",0.22452,0.226,0,21.145906,0.122907,0.273495,0.525565,-0.080933,0.045811,9.496,0.1795,54404.594321,0.455566,0.020739,0.001787,0.009501,2,-2.895839,-1.185004,-0.00073
"SDSS20039",0.24558,0.247,0,21.379054,0.118174,0.725208,0.490817,0.060682,0.043805,11.334,0.0995,54408.082701,0.509835,0.01222,0.001386,0.006188,2,9.878607,1.024336,-0.000541
"SDSS20040",0.28351,0.285,0,21.246461,0.118366,0.704019,0.624506,-0.110345,0.043852,10.045,0.213,54410.785895,0.500056,0.016804,0.001018,0.006457,2,-31.120529,0.815071,-0.000243
"SDSS20048",0.18056,0.182,0,20.90687,0.117002,-0.682083,0.491864,0.021693,0.03864,10.682,0.0055,54410.164999,0.357633,0.010864,0.001091,0.004911,2,-20.691917,0.736387,-0.001082
"SDSS20064",0.10391,0.10524,0,19.26048,0.112416,0.849269,0.180935,0.055639,0.023801,11.288,0.1785,54413.139772,0.119874,0.001614,0.000564,0.000761,2,-1.413803,-0.917617,-0.001144
"SDSS20084",0.12961,0.131,0,20.554137,0.113865,0.129042,0.276748,0.154984,0.02965,8.635,1.4775,54407.1529,0.252099,0.002812,0.000825,0.00193,2,-12.024707,-0.578091,-0.001241
"SDSS20088",0.24352,0.2449,0,20.934675,0.113403,-0.24094,0.208485,-0.162186,0.031615,10.944,0.094,54407.845842,0.225045,0.001691,0.000691,0.000419,2,13.205203,0.6315,-0.00056
"SDSS20106",0.33136,0.333,0,22.047888,0.135299,-0.983242,0.719073,-0.113775,0.067189,10.137,0.269,54404.136568,0.796624,0.037895,0.001631,0.01342,2,-13.44571,0.328961,-8.3e-05
"SDSS20111",0.24348,0.245,0,21.41238,0.118064,-0.029582,0.58162,0.009035,0.044236,10.6,0.0875,54410.055419,0.489712,0.013223,0.001192,0.006192,2,-5.605632,0.248099,-0.00056
"SDSS20142",0.31468,0.316,0,21.289082,0.118861,0.849074,0.676796,-0.091687,0.040369,8.777,0.4515,54412.643434,0.485189,0.021162,0.00107,0.007265,2,23.008219,-0.429732,-1e-04
"SDSS20144",0.21865,0.22,0,20.772595,0.11463,0.204476,0.593762,-0.096868,0.033335,9.762,0.2385,54415.958979,0.541946,0.00851,0.000845,0.005014,2,-37.568096,0.444623,-0.000782
"SDSS2017",0.26014,0.2616,0,21.301262,0.122802,1.392157,0.544855,-0.105855,0.048195,10.403,0.293,53635.992671,0.558427,0.017995,0.001145,-0.000306,2,-31.056664,0.593518,-0.000417
"SDSS20227",0.28243,0.284,0,21.510915,0.11747,-1.29134,0.514908,-0.149793,0.046241,10.88,0.1025,54408.484728,0.533645,0.009084,0.000904,0.003745,2,-10.880007,-0.098497,-0.00025
"SDSS20245",0.30041,0.302,0,21.668758,0.125866,-0.602476,0.897103,0.045499,0.054593,11.404,0.111,54411.887512,0.588258,0.039897,0.001952,0.017974,2,-18.294451,0.75629,-0.00015
"SDSS2031",0.15186,0.153,0,19.681123,0.112035,0.506889,0.140311,-0.129527,0.022797,9.275,0.192,53636.918572,0.139273,0.000912,0.000472,1e-05,2,-47.95681,-1.171422,-0.001219
"SDSS20345",0.26357,0.265,0,21.267444,0.11624,-1.685348,0.524114,-0.11052,0.043312,5,10,54418.20869,0.538249,0.006064,0.000884,0.003875,2,10.701769,0.379731,-0.000389
"SDSS20364",0.21382,0.215,0,21.110632,0.11761,0.56921,0.818147,0.034751,0.041357,10.213,0.313,54419.980824,0.859406,0.017971,0.001242,0.01131,2,25.756645,-0.945469,-0.000824
"SDSS20430",0.16284,0.164,0,20.750876,0.114429,-1.19248,0.513315,0.023929,0.031743,5,10,54415.231201,0.37984,0.006172,0.000797,0.003437,2,-47.583187,0.46863,-0.001179
"SDSS20470",0.1244,0.125,0,19.953688,0.113068,0.657385,0.428774,0.044204,0.02908,10.124,0.258,54419.227893,0.369973,0.005212,0.000741,0.00657,2,52.604916,1.009437,-0.001233
"SDSS20575",0.19465,0.196,0,20.622004,0.114454,0.160993,0.493563,0.034235,0.032158,11.031,0.006,54416.307984,0.446082,0.007813,0.000831,0.006181,2,-34.734306,0.142561,-0.000982
"SDSS20581",0.20554,0.207,0,20.612992,0.114345,-0.457773,0.44003,-0.122373,0.033026,9.938,0.224,54416.951202,0.397419,0.004994,0.000836,0.003326,2,-22.296984,0.01074,-0.000895
"SDSS20625",0.10667,0.10796,0,19.481026,0.112607,-0.106927,0.203469,-0.00435,0.023623,10.509,0.282,54423.595285,0.175131,0.001723,0.000562,0.00133,2,5.683364,-0.47901,-0.001162
"SDSS20687",0.18772,0.189,0,21.111734,0.118492,-0.570147,0.691649,0.148525,0.045453,10.772,0.092,54421.005708,0.726689,0.008208,0.001259,0.009785,2,16.718126,1.154068,-0.001033
"SDSS20764",0.16387,0.165,0,20.274432,0.113522,-1.407804,0.375679,-0.105729,0.029747,10.761,0.2235,54421.627499,0.3459,0.003322,0.000632,0.00353,2,26.120781,0.229765,-0.001175
"SDSS21006",0.29021,0.291,0,21.340912,0.116557,-0.094057,0.757082,-0.124339,0.039348,5,10,54415.151552,0.526666,0.017193,0.000927,0.00721,2,47.941761,0.091911,-0.000202
"SDSS2102",0.09401,0.0951,0,18.639465,0.112725,1.271886,0.195787,-0.11082,0.021591,8.774,0.1415,53620.190793,0.503312,-0.001607,0.000494,-0.000756,2,-47.779053,0.191135,-0.001065
"SDSS21033",0.22786,0.229,0,21.000868,0.11565,-0.793564,0.516124,-0.08766,0.040546,5,10,54421.077319,0.556216,0.004045,0.000888,0.004388,2,28.813671,0.6431,-7e-04
"SDSS21034",0.10751,0.10856,0,19.591919,0.112402,0.01421,0.281369,0.032201,0.023906,10.73,0.301,54426.030673,0.280165,0.000877,0.000525,0.001585,2,28.141375,1.244067,-0.001167
"SDSS21042",0.31065,0.312,0,21.379309,0.124489,1.245043,0.754123,-0.095517,0.050719,9.113,0.5805,54423.402833,0.744704,0.02325,0.001082,0.0081,2,-44.98843,0.827591,-0.000111
"SDSS21062",0.14564,0.147,0,20.358304,0.114307,0.819513,0.373183,0.013295,0.031111,9.317,0.364,54425.645931,0.301899,0.005084,0.000873,0.003815,2,-26.568415,0.396301,-0.001234
"SDSS21502",0.08784,0.08916,0,18.825522,0.112907,-0.319465,0.240419,-0.051292,0.024085,11.214,0.1985,54427.274472,0.207135,0.002373,0.000557,0.001127,2,-6.400203,-0.890334,-0.001003
"SDSS21510",0.14839,0.14972,0,19.741298,0.11378,-0.84545,0.331799,-0.155197,0.028537,10.821,0.285,54429.432196,0.302637,0.002392,0.000599,0.002433,2,7.352812,0.831497,-0.001228
"SDSS2165",0.28662,0.288,0,21.604938,0.11978,0.477722,0.547855,-0.121457,0.042874,9.203,0.475,53634.347411,0.465033,0.01671,0.001112,0.004695,2,17.09173,-0.096247,-0.000224
"SDSS21669",0.12281,0.12407,0,19.555089,0.129766,-1.341157,0.599431,-0.079528,0.030004,11.407,0.2125,54429.850088,0.902,-0.033044,-0.000134,0.007803,2,11.61416,-1.062266,-0.001229
"SDSS21861",0.18655,0.188,0,20.476939,0.121972,0.132373,0.869815,-0.025413,0.052755,9.648,0.443,54432.820181,0.920791,0.021423,0.001849,0.025472,2,-10.141306,-0.901638,-0.001042
"SDSS22075",0.12893,0.12996,0,19.928783,0.113756,-1.682693,0.334942,-0.031848,0.029831,10.95,0.0515,54425.942152,0.328906,-0.00071,0.000594,0.002742,2,29.963102,1.216465,-0.00124
"SDSS2246",0.19422,0.1949,0,20.982429,0.11684,0.35042,0.360628,0.071594,0.035381,10.634,0.1005,53634.176573,0.32872,0.007884,0.001078,0.001919,2,50.09042,-0.885593,-0.000985
"SDSS2308",0.148,0.148,0,19.597186,0.111944,0.675888,0.123132,-0.181409,0.0219,10.336,0.229,53630.588096,0.136429,0.00098,0.000442,7.6e-05,2,34.272865,0.280298,-0.001229
"SDSS2330",0.21179,0.2132,0,21.774529,0.124547,-1.880375,0.548188,0.04511,0.056508,9.752,0.373,53635.477139,0.495837,0.015843,0.002059,0.004244,2,6.807123,1.120598,-0.000842
"SDSS2372",0.17962,0.1805,0,20.567619,0.113572,0.279554,0.208947,0.030383,0.027749,10.119,0.1715,53636.745449,0.221703,0.002232,0.000702,0.000292,2,40.520721,-0.54085,-0.001088
"SDSS2422",0.26349,0.265,0,21.149878,0.115945,0.989702,0.318116,-0.171197,0.039792,9.007,0.442,53639.592847,0.342413,0.005629,0.00085,0.000563,2,1.994533,0.638195,-0.00039
"SDSS2440",0.19215,0.193,0,20.644093,0.114217,0.395729,0.285398,-0.086867,0.028737,10.194,0.093,53634.979725,0.327011,0.004444,0.00067,0.000788,2,42.633732,0.807796,-0.001001
"SDSS2533",0.3388,0.34,0,21.773378,0.129777,1.761054,0.686843,-0.07667,0.052461,9.382,0.4125,53640.364826,0.640854,0.035673,0.001418,0.007113,2,31.220692,-0.326468,-9.2e-05
"SDSS2561",0.11741,0.11813,0,19.784621,0.112518,-0.082681,0.115449,0.039633,0.024351,10.574,0.086,53639.254293,0.145747,0.000652,0.00059,0.000178,2,46.343418,0.858359,-0.001213
"SDSS2635",0.1431,0.1437,0,19.815354,0.112072,0.863284,0.133479,-0.049019,0.022843,9.918,0.2135,53640.272902,0.169984,0.000774,0.000498,0.00011,2,52.704308,-1.238076,-0.001238
"SDSS2689",0.16035,0.16149,0,20.253587,0.114045,1.391688,0.194496,0.08052,0.027945,11.15,0.098,53637.053523,0.188838,0.002697,0.00072,0.000233,2,24.900312,-0.758714,-0.00119
"SDSS2789",0.28872,0.2903,0,21.563138,0.124095,-0.761709,0.519355,-0.110724,0.052871,10.949,0.1905,53636.321441,0.490634,0.018953,0.001541,0.005357,2,-15.798545,0.401109,-0.000211
"SDSS2916",0.12303,0.1242,0,19.970954,0.119632,-0.872609,0.235871,0.056872,0.034899,10.428,0.4015,53643.892476,0.164405,0.007986,0.001475,0.003521,2,-44.078281,0.569566,-0.00123
"SDSS2943",0.26405,0.2654,0,21.371914,0.117962,0.531823,0.420164,-0.02857,0.04662,8.822,0.8455,53640.49337,0.522043,0.007346,0.000968,-0.000411,2,17.704947,1.007936,-0.000385
"SDSS2992",0.12608,0.1266,0,20.042918,0.113495,-0.969154,0.139594,0.10647,0.027845,9.881,0.3015,53641.162158,0.195081,0.000804,0.000747,0.000122,2,55.49704,-0.782655,-0.001236
"SDSS3080",0.17374,0.175,0,20.242601,0.112831,0.120044,0.188612,-0.049739,0.023767,10.71,0.0295,53647.652958,0.142855,0.002418,0.000526,0.000513,2,16.932343,-1.039495,-0.001124
"SDSS3087",0.1644,0.1656,0,20.259822,0.11306,0.522789,0.188015,0.00595,0.024492,9.373,0.0885,53648.886975,0.139594,0.002609,0.00058,0.000674,2,20.406706,-0.977236,-0.001172
"SDSS3199",0.24961,0.2511,0,21.547293,0.118164,1.618942,0.367097,0.005047,0.039292,8.578,0.2615,53647.330278,0.37234,0.009865,0.001004,0.001636,2,-26.707275,1.050538,-0.000506
"SDSS3317",0.15999,0.1611,0,20.351465,0.113095,-0.5222,0.181355,0.020834,0.025368,9.724,0.0065,53646.416585,0.168795,0.00186,0.000589,0.000193,2,26.962612,0.6406,-0.001191
"SDSS3377",0.24448,0.2451,0,20.797565,0.115275,1.038449,0.300885,-0.080192,0.035082,8.91,0.513,53645.940274,0.322584,0.005078,0.00083,0.00054,2,54.156151,1.079169,-0.000551
"SDSS3451",0.24851,0.25,0,20.952989,0.116195,0.650834,0.31403,-0.054933,0.037681,10.824,0.328,53645.181803,0.306482,0.006079,0.000932,0.000727,2,-25.930761,0.70813,-0.000516
"SDSS3452",0.22893,0.2304,0,20.806588,0.115979,0.906222,0.268322,-0.090738,0.03586,9.397,0.468,53648.482961,0.272384,0.005533,0.000949,0.0012,2,-25.328503,0.639188,-0.00069
"SDSS3592",0.08528,0.08642,0,18.765187,0.111932,-0.145167,0.070607,-0.043103,0.020381,10.395,0.1375,53645.05881,0.061599,0.000438,0.000425,6.7e-05,2,19.052437,0.791937,-0.000974
"SDSS3901",0.062818,0.06282,0,18.039954,0.112357,1.183262,0.076543,0.041002,0.023476,9.74,0.051,53657.000216,0.090698,9.9e-05,0.000453,-0.000244,2,14.850435,0.002595,-0.000638
"SDSS4000",0.27745,0.2786,0,21.898888,0.128283,-1.042665,0.574214,-0.012101,0.060472,10.689,0.147,53643.055091,0.772155,0.020989,0.001721,0.00512,2,31.016014,-0.365828,-0.000284
"SDSS4046",0.27544,0.277,0,21.521059,0.119548,0.79804,0.508894,0.00238,0.043726,9.604,0.6235,53645.760684,0.511839,0.014571,0.001067,0.00135,2,-5.501686,0.642106,-0.000298
"SDSS4241",0.33051,0.332,0,21.962505,0.12568,0.244648,0.636658,-0.056394,0.054148,8.717,0.8065,53638.471016,0.715237,0.024713,0.001323,0.006148,2,12.237703,-0.90574,-8.3e-05
"SDSS4577",0.36193,0.363,0,22.096096,0.13291,0.320107,0.770082,-0.062616,0.053996,10.273,0.134,53648.086427,0.71685,0.043281,0.0012,0.007658,2,38.475533,0.280717,-0.000196
"SDSS4679",0.33103,0.3324,0,22.092013,0.136212,0.953409,0.714429,0.090984,0.05767,8.479,0.473,53654.327239,0.635768,0.045594,0.002331,0.011634,2,21.528351,0.676858,-8.3e-05
"SDSS5103",0.1605,0.1619,0,20.35959,0.113217,-0.229365,0.149789,0.016122,0.026871,8.995,0.168,53654.60517,0.149708,0.001712,0.000669,0.000698,2,-0.11555,0.737165,-0.001189
"SDSS5391",0.30021,0.3009,0,21.702057,0.128841,0.260674,0.553428,-0.031138,0.055162,8.701,0.532,53658.690639,0.568438,0.026112,0.001909,0.00619,2,52.341984,-1.094704,-0.000151
"SDSS5395",0.11635,0.117,0,19.462745,0.111949,1.193505,0.134314,-0.015778,0.021982,8.604,0.1125,53663.880486,0.147748,0.00082,0.000481,0.000292,2,49.640949,0.123341,-0.001209
"SDSS5533",0.21829,0.2197,0,21.161023,0.114544,-0.079904,0.271502,0.022297,0.032779,9.44,0.1825,53667.43875,0.327957,0.003259,0.000885,0.001431,2,-31.330046,0.41343,-0.000785
"SDSS5549",0.11967,0.121,0,19.648787,0.111976,0.253433,0.097167,0.005345,0.022042,8.749,0.1325,53666.084652,0.103619,0.000645,0.000493,0.000305,2,3.250535,0.248223,-0.001221
"SDSS5550",0.15473,0.1561,0,19.866725,0.111655,1.89306,0.198242,-0.048817,0.021886,8.939,0.1935,53671.496675,0.204195,0.001069,0.00044,0.000335,2,3.598291,0.333052,-0.001211
"SDSS5635",0.1781,0.1795,0,20.91017,0.117139,0.040834,0.391185,-0.027909,0.036095,9.548,0.1535,53662.305183,0.313681,0.009756,0.001134,0.004561,2,-26.81724,-0.034922,-0.001098
"SDSS5717",0.25037,0.2517,0,21.337855,0.115791,1.417706,0.338083,-0.029844,0.035006,9.042,0.3525,53664.203146,0.316005,0.006834,0.000977,0.002563,2,17.895966,-0.005896,-5e-04
"SDSS5736",0.25174,0.253,0,21.405599,0.115824,-0.217638,0.302475,-0.008766,0.03554,8.743,0.315,53665.747621,0.280192,0.005517,0.00101,0.00216,2,22.862734,-0.631618,-0.000488
"SDSS5751",0.12953,0.1308,0,20.11706,0.112137,0.678679,0.106993,0.146762,0.022919,10.414,0.026,53666.075917,0.120211,0.000691,0.000533,0.000318,2,11.634153,0.838215,-0.001241
"SDSS5844",0.30929,0.3108,0,21.575751,0.120483,0.392813,0.509665,-0.142283,0.041928,9.326,0.4785,53663.635301,0.528474,0.015567,0.001177,0.00516,2,-32.213806,-0.842936,-0.000116
"SDSS5957",0.27852,0.2796,0,21.447891,0.118155,-0.186487,0.424537,-0.121945,0.041095,10.232,0.147,53666.666509,0.378943,0.010721,0.00114,0.004664,2,34.760574,-0.272839,-0.000277
"SDSS5994",0.18581,0.187,0,20.479366,0.114889,0.746501,0.260368,-0.061663,0.028712,11.56,0.166,53665.740327,0.265503,0.005127,0.000742,0.001359,2,-47.397449,-0.167889,-0.001047
"SDSS6057",0.06651,0.06707,0,18.639629,0.112612,-0.420885,0.107591,0.108184,0.024844,9.944,0.075,53663.607675,0.100872,0.000458,0.000525,-4e-06,2,52.553604,-0.974586,-0.000704
"SDSS6108",0.258,0.2595,0,21.525113,0.117106,0.45467,0.633542,0.03553,0.043116,9.208,0.412,53675.19816,0.614429,0.012704,0.001159,0.007584,2,1.806597,0.348985,-0.000435
"SDSS6137",0.29888,0.3001,0,21.522329,0.124118,0.359245,0.712788,-0.150995,0.051156,5,10,53669.534253,1.077294,0.017098,0.001582,0.005317,2,-52.063877,0.244757,-0.000157
"SDSS6192",0.27044,0.272,0,21.678524,0.118685,-1.94823,0.770704,-0.061742,0.048034,9.611,0.567,53672.820776,0.521548,0.018029,0.001103,0.008641,2,-11.535005,1.256988,-0.000335
