"name","zcmb","zhel","dz","mb","dmb","x1","dx1","color","dcolor","X3rdvar","d3rdvar","tmax","dtmax","cov_m_s","cov_m_c","cov_s_c","set","ra","dec","biascor"
"SDSS6196",0.27916,0.2807,0,21.551471,0.11948,-1.51965,0.540099,-0.017038,0.04576,11.251,0.1655,53669.469041,0.518463,0.013416,0.00138,0.006374,2,-22.368843,-0.502662,-0.000272
"SDSS6249",0.29287,0.2944,0,21.783514,0.119196,0.575567,0.658029,0.03144,0.046484,9.603,0.443,53675.380382,0.650547,0.017385,0.001234,0.007323,2,3.265553,-0.620118,-0.000188
"SDSS6304",0.18965,0.1908,0,20.949871,0.113593,-0.53757,0.37678,0.068414,0.028831,10.377,0.1165,53673.088737,0.270573,0.004936,0.00072,0.002593,2,26.497623,1.195954,-0.001019
"SDSS6315",0.26576,0.267,0,20.925675,0.114629,-0.091383,0.362529,-0.194032,0.03719,9.785,0.43,53676.663645,0.331849,0.004723,0.000761,0.00159,2,-49.517178,1.091998,-0.000372
"SDSS6406",0.12376,0.12449,0,19.60877,0.111795,0.118662,0.130092,-0.003543,0.02163,10.528,0.124,53674.772048,0.104774,0.000789,0.00047,0.000513,2,46.088615,-1.06296,-0.001232
"SDSS6422",0.18255,0.184,0,20.273166,0.112208,0.809261,0.210841,-0.105454,0.023744,9.398,0.266,53667.978174,0.258216,0.001223,0.000501,0.000354,2,-10.861195,-0.663224,-0.001069
"SDSS6558",0.05634,0.05742,0,17.716443,0.112867,1.053691,0.089969,-0.029476,0.023607,9.571,0.074,53675.029683,0.091419,0.000375,0.00048,-1.7e-05,2,21.701672,-1.238135,-0.000512
"SDSS6649",0.31288,0.314,0,21.594837,0.118305,0.720911,0.598824,-0.088234,0.044329,8.394,0.476,53677.807923,0.59957,0.015292,0.000898,0.005402,2,34.27586,0.534831,-0.000105
"SDSS6699",0.30915,0.3106,0,21.797035,0.122358,-0.673205,0.833007,-0.139232,0.048378,10.734,0.4785,53675.414418,0.576672,0.02982,0.000985,0.009638,2,-37.185024,-1.056985,-0.000116
"SDSS6780",0.20061,0.202,0,20.954698,0.120729,-1.767055,0.372534,-0.030617,0.04285,11.17,0.2215,53665.563187,0.398885,0.009651,0.001627,0.00404,2,-31.931389,0.267062,-0.000935
"SDSS6924",0.3264,0.328,0,21.644769,0.11903,0.908728,0.762098,-0.07304,0.042455,10.755,0.361,53674.587947,0.652336,0.022352,0.000878,0.007706,2,-1.030669,0.876966,-8.3e-05
"SDSS6933",0.21163,0.213,0,20.83092,0.114069,0.076743,0.234763,-0.019791,0.032398,8.975,0.866,53679.850667,0.231599,0.002493,8e-04,0.000996,2,11.351705,1.075577,-0.000843
"SDSS6936",0.17969,0.181,0,20.567027,0.113497,0.027587,0.307512,-0.021299,0.028689,10.365,0.2415,53680.61937,0.313307,0.002734,0.000665,0.001552,2,-36.76619,-0.699781,-0.001088
"SDSS7143",0.3024,0.304,0,22.0549,0.118973,-0.477103,0.601368,0.011421,0.044087,10.494,0.306,53677.792899,0.57709,0.01383,0.001006,0.005469,2,-14.73764,-0.207367,-0.000141
"SDSS7147",0.10924,0.1106,0,19.47415,0.112096,-1.914343,0.157266,-0.094807,0.023847,10.31,0.0225,53679.670308,0.136458,0.00039,0.000482,0.000279,2,-9.981533,-0.055446,-0.001176
"SDSS722",0.08522,0.08652,0,18.716573,0.128423,-0.471485,0.186235,-0.087112,0.034741,10.83,0.082,53610.851055,0.626358,0.004337,0.002041,0.001662,2,0.705703,0.751234,-0.000973
"SDSS7243",0.20231,0.2037,0,20.782139,0.117808,0.722312,0.380665,-0.020602,0.039008,8.835,0.3905,53686.287735,0.324176,0.00868,0.001123,0.003099,2,-31.920916,0.47193,-0.000922
"SDSS744",0.12649,0.1278,0,19.808548,0.118731,1.401317,0.317076,0.071402,0.032365,10.155,0.097,53612.859169,0.783337,-0.000793,0.001252,0.000581,2,-30.80151,0.317498,-0.001237
"SDSS7473",0.21457,0.216,0,20.88535,0.114262,-0.182983,0.278254,-0.098014,0.033065,8.474,0.5535,53679.550123,0.247455,0.003131,0.000812,0.001199,2,4.326408,-0.257275,-0.000818
"SDSS7475",0.32045,0.322,0,21.537605,0.117246,0.6771,0.578872,-0.169811,0.040338,8.949,1.337,53676.477918,0.548064,0.013433,0.000757,0.004801,2,4.753476,-0.281488,-8.9e-05
"SDSS7512",0.21835,0.219,0,21.098936,0.116348,0.501492,0.366635,-0.002655,0.03718,9.888,0.1065,53682.534455,0.353029,0.006692,0.001003,0.002166,2,52.090313,-0.326094,-0.000785
"SDSS762",0.1901,0.1914,0,20.632628,0.114249,1.125919,0.267088,-0.038817,0.030249,10.957,0.0825,53625.149252,0.28281,0.003804,0.000746,0.000707,2,15.535334,-0.878981,-0.001016
"SDSS774",0.09243,0.09349,0,18.939486,0.122156,0.664571,0.266135,-0.024865,0.031639,10.581,0.2065,53609.243303,0.997261,-0.005409,0.001499,-0.003235,2,25.463467,-0.876399,-0.00105
"SDSS7779",0.37986,0.3812,0,21.922589,0.118539,1.316854,0.633038,-0.10254,0.042774,11.183,0.27,53675.693009,0.59958,0.016609,0.000672,0.00646,2,-49.919785,-0.007178,-0.000367
"SDSS7847",0.21134,0.2124,0,21.20352,0.115658,0.087929,0.382167,0.120136,0.035488,10.314,0.1125,53682.019206,0.366846,0.005808,0.000993,0.003023,2,32.459949,-0.061799,-0.000846
"SDSS8046",0.25833,0.2593,0,21.619985,0.119891,0.243598,0.475086,0.040716,0.04708,11.196,0.1065,53683.335557,0.465174,0.011518,0.001177,0.003909,2,39.116806,0.511273,-0.000432
"SDSS8213",0.18327,0.1847,0,21.108509,0.117564,-0.656771,0.327805,0.160219,0.037567,10.339,0.2245,53683.728664,0.291701,0.006098,0.001149,0.002449,2,-2.479074,-0.921379,-0.001064
"SDSS8495",0.21295,0.2144,0,20.819745,0.121443,0.751948,0.462652,-0.023337,0.041456,10.732,0.2085,53689.901466,0.345115,0.016881,0.00159,0.006845,2,-24.738964,-0.748159,-0.000832
"SDSS8719",0.11651,0.1178,0,19.419454,0.113022,-0.020801,0.160846,-0.066413,0.023433,9.011,0.077,53690.033602,0.105514,0.00255,0.000592,0.001147,2,7.721481,-0.718848,-0.00121
"SDSS8921",0.14401,0.1453,0,19.969519,0.114616,0.872358,0.254959,0.001493,0.028422,9.998,0.062,53693.044989,0.197924,0.005251,0.000813,0.002716,2,-34.998005,-0.007925,-0.001237
"SDSS9032",0.25249,0.254,0,21.349051,0.126796,0.872317,0.593678,0.015949,0.051057,8.58,0.2905,53688.941038,0.492807,0.025657,0.001987,0.00892,2,-22.115431,-0.493577,-0.000481
"SDSS9457",0.25539,0.2569,0,21.432154,0.130119,-0.361202,0.567166,-0.021164,0.058401,10.864,0.2265,53688.822633,0.516595,0.025345,0.002448,0.009877,2,-24.185642,0.253036,-0.000457
"SDSS9467",0.21698,0.2184,0,21.069215,0.124622,-1.395764,0.3695,-0.141924,0.055821,11.817,0.521,53688.824168,0.335817,0.012891,0.001887,0.005253,2,-31.048607,1.180792,-0.000797
"Torngasek",1.265901,1.265,0,25.735598,0.128614,0.286816,0.559546,0.021062,0.047718,10.834,0.391,52693.622067,1.790259,-0.003817,-0.000169,0.003064,4,189.33196,62.310417,0
"Vilas",0.935774,0.935,0,24.481915,0.119916,0.055963,0.289916,-0.025416,0.058862,10.906,0.095,52726.207785,1.379146,-0.005968,0.000883,-0.003037,4,189.37083,62.191056,0
"sn1990af",0.049519,0.0503,0,17.762489,0.139446,-2.269742,0.112065,-0.048814,0.044286,10.7025,0.280891,48195.57219,0.138372,-0.00022,0.001127,-8e-04,3,323.747521,-62.737091,-0.015152
"sn1990o",0.030325,0.030664,0,16.239518,0.143169,0.47544,0.175158,-0.04554,0.030056,10.797903,0.280891,48076.401017,0.413566,0.000145,0.000882,-0.000211,3,258.90069,16.32203,-0.01033
"sn1992ae",0.074579,0.075,0,18.465664,0.141947,-0.709402,0.155132,-0.022194,0.053595,10.307791,0.3,48804.257813,0.546502,-0.001367,0.001693,-0.001312,3,322.07476,-61.55038,-0.025868
"sn1992ag",0.025198,0.025,0,16.317246,0.148276,0.112905,0.308,0.125874,0.052069,10.531918,0.280891,48806.376498,0.584576,-0.000739,0.002036,-0.001538,3,201.041058,-23.878802,-0.009539
"sn1992al",0.014411,0.014615,0,14.476032,0.156643,-0.166851,0.084194,-0.108162,0.026736,10.043033,0.280891,48838.335972,0.127386,0.000186,0.000688,-0.000117,3,311.485384,-51.394406,-0.008559
"sn1992bc",0.020792,0.0202,0,15.116795,0.14683,0.735701,0.090316,-0.110033,0.026485,9.915976,0.280891,48912.604999,0.065347,3e-04,0.000679,-0.000111,3,46.316884,-39.559597,-0.009027
"sn1992bg",0.035218,0.0352,0,16.754961,0.14465,-0.463869,0.120276,-0.046527,0.045142,10.712172,0.280891,48916.158799,0.456019,-0.000679,0.001557,-0.000938,3,115.485632,-62.519456,-0.01128
"sn1992bh",0.041657,0.045,0,17.62515,0.141016,-0.0114,0.152304,0.047159,0.045519,10.542517,0.3,48920.398091,0.432533,-0.00158,0.001291,-0.002043,3,74.862819,-58.830399,-0.012821
"sn1992bl",0.0424,0.0437,0,17.347518,0.142756,-1.713906,0.088216,-0.045202,0.046268,10.916607,0.280891,48947.27595,0.334726,0.000151,0.001425,-0.000506,3,348.804529,-44.743263,-0.01302
"sn1992bo",0.018902,0.018509,0,15.783958,0.149087,-2.013646,0.066258,-0.042856,0.029151,10.456299,0.280891,48986.148999,0.06897,0.00039,0.000768,2.9e-05,3,20.492451,-34.211997,-0.008854
"sn1992bp",0.07884,0.0793,0,18.314101,0.138584,-0.955278,0.125006,-0.100756,0.049759,10.87572,0.280891,48980.5287,0.20751,0.000196,0.001197,-0.000608,3,54.156901,-18.354166,-0.028188
"sn1992bs",0.063345,0.0637,0,18.292783,0.141293,-0.175634,0.134453,-0.03187,0.048377,10.918366,0.280891,48985.247971,0.464091,-0.001672,0.001472,-0.001312,3,52.37489,-37.27185,-0.020445
"sn1992p",0.027637,0.025401,0,16.067616,0.144083,0.743997,0.39397,-0.093472,0.043337,10.389,0.1045,48718.557879,0.558832,-0.002588,0.001247,-0.003043,3,190.703864,10.360068,-0.009889
"sn1993ag",0.049325,0.049,0,17.841201,0.140167,-0.829836,0.144957,0.059604,0.047162,10.730198,0.280891,49316.726044,0.249152,0.000241,0.001262,-0.001275,3,150.89374,-35.46263,-0.015088
"sn1993b",0.070153,0.069,0,18.445046,0.146379,-0.438577,0.293983,0.016127,0.056545,10.497219,0.3,49004.752057,0.806437,-0.005447,0.002351,-0.002154,3,158.71742,-34.44172,-0.023611
"sn1993h",0.023909,0.024207,0,16.695978,0.145547,-2.160571,0.067065,0.110692,0.029151,10.778119,0.280891,49067.465205,0.259132,-0.000276,0.00084,-0.000533,3,208.20922,-30.70786,-0.009373
"sn1993o",0.053126,0.051,0,17.645061,0.139575,-0.706018,0.091601,-0.08094,0.044527,10.05974,0.280891,49134.235937,0.116608,0.000478,0.001194,-4.8e-05,3,202.7849,-33.21516,-0.016386
"sn1994m",0.024951,0.023159,0,16.311743,0.145319,-1.525693,0.118051,0.056784,0.03057,11.038,0.187,49475.168162,0.279065,6.2e-05,0.00087,0.000108,3,187.785864,0.605457,-0.009506
"sn1994s",0.015664,0.015177,0,14.780119,0.154751,0.222279,0.18896,-0.0647,0.031411,10.452,0.085,49518.395965,0.24411,0.002533,0.000886,0.000608,3,187.841044,29.134436,-0.008625
"sn1995ac",0.048984,0.049902,0,17.075749,0.139079,0.749336,0.121246,-0.038395,0.028157,7.892,1.0135,49992.918537,0.133365,0.000583,0.000718,9.1e-05,3,341.39225,-8.751306,-0.014978
"sn1995ak",0.022399,0.022719,0,16.021035,0.149213,-1.090886,0.131289,0.074389,0.035806,10.335397,0.280891,50021.793427,0.388014,0.001485,0.001313,0.001072,3,41.453458,3.230583,-0.009196
"sn1996bl",0.034854,0.036,0,16.664677,0.141007,-0.027789,0.133676,-0.010328,0.02785,10.429921,0.280891,50376.549769,0.169924,0.000876,0.000746,0.000295,3,9.074875,11.394583,-0.011203
"sn1996bv",0.016966,0.016672,0,15.351431,0.153258,0.823253,0.269504,0.16456,0.02851,9.936639,0.280891,50404.162598,0.614375,-0.003536,0.000834,-0.000338,3,94.054167,57.052472,-0.008707
"sn1996c",0.030721,0.02959,0,16.647115,0.142617,0.65918,0.12833,0.064364,0.029154,10.309,0.122,50129.045188,0.340228,-0.000719,0.000806,-0.000581,3,207.74619,49.3436,-0.0104
"sn1997dg",0.030482,0.0308,0,16.849731,0.1417,-0.334473,0.175879,-0.030644,0.026018,6,5,50720.336448,0.28657,-0.000458,0.000632,-0.000176,3,355.05921,26.20328,-0.010357
"sn1997do",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,0.000989,0.001322,3,111.677083,47.093333,-0.008434
"sn1997e",0.014256,0.013539,0,15.128363,0.1564,-1.717814,0.088125,0.026015,0.024684,11.191,0.073,50468.057337,0.095269,-4e-06,0.00055,-0.000243,3,101.90875,74.4975,-0.008552
"sn1998ab",0.027688,0.027132,0,16.076604,0.143171,-0.108805,0.127084,0.039115,0.030071,10.789,0.1465,50914.148915,0.07635,0.001716,0.00078,0.000766,3,192.196833,41.924528,-0.009897
"sn1998dx",0.05386,0.054224,0,17.557966,0.140685,-1.597381,0.283786,-0.118312,0.02998,11.314486,0.280891,51071.926846,0.42955,-0.000774,0.000874,0.000698,3,272.799542,49.861306,-0.016649
"sn1998ef",0.017672,0.017742,0,14.836398,0.150611,-1.170669,0.11818,-0.081454,0.025296,10.429041,0.280891,51113.763372,0.099476,0.001349,0.000613,0.000387,3,15.861958,32.236778,-0.008758
"sn1998v",0.01745,0.017572,0,15.122099,0.150702,-0.177036,0.117393,0.000164,0.025212,11.003,0.1825,50892.08072,0.292096,-0.000852,0.000622,-0.000426,3,275.655833,15.702139,-0.008741
"sn1999aa",0.015573,0.014443,0,14.726182,0.153276,1.178646,0.043852,-0.083725,0.023186,10.7,0.146,51232.695633,0.045242,-5.9e-05,0.000515,-0.000174,3,126.925125,21.487444,-0.00862
"sn1999ac",0.01006,0.0095,0,14.148421,0.174566,0.202688,0.06844,0.048593,0.025981,9.917,0.1285,51250.610935,0.07897,0.000244,0.000652,-0.000154,3,241.812542,7.972333,-0.008427
"sn1999ao",0.054931,0.0539,0,17.892389,0.143919,0.257979,0.347778,-0.020237,0.03695,10.363095,0.280891,51243.725544,0.743712,-0.000824,0.001476,0.001923,3,96.860833,-35.840111,-0.017042
"sn1999aw",0.039083,0.038,0,16.773853,0.139901,2.021537,0.126933,-0.049334,0.02731,7.256355,0.3,51254.754731,0.194382,2e-06,0.000676,-0.000335,3,165.401542,-6.108778,-0.012166
"sn1999bp",0.078317,0.077,0,18.420978,0.138307,0.60068,0.224695,-0.054961,0.032081,6,5,51264.28704,0.233029,0.001969,0.000799,0.000353,3,174.942667,-8.860389,-0.027895
"sn1999cc",0.031764,0.031328,0,16.789918,0.140686,-1.609961,0.074743,-0.00656,0.024078,11.039,0.095,51315.44637,0.127811,-6.7e-05,0.000523,-0.000123,3,240.675125,37.359556,-0.010589
"sn1999dk",0.01444,0.01496,0,14.843842,0.157099,-0.014266,0.20797,0.049854,0.038269,10.156,0.1185,51414.955093,0.342482,0.000966,0.000972,9.3e-05,3,22.862167,14.284917,-0.008561
"sn1999dq",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5e-05,0.000534,-0.000124,3,38.498667,20.975111,-0.00852
"sn1999gp",0.026677,0.026745,0,16.034919,0.142999,1.779223,0.121179,-0.005868,0.035198,10.819885,0.280891,51550.787799,0.126571,0.000626,0.000753,-0.000519,3,37.913125,39.381194,-0.009746
"sn2000ca",0.02336,0.023616,0,15.581359,0.144317,0.478183,0.082651,-0.09712,0.023886,9.417859,0.280891,51666.340643,0.139785,-7e-06,0.000534,-0.000189,3,203.84575,-34.160278,-0.009306
"sn2000cf",0.036934,0.036425,0,17.077342,0.140956,-0.63911,0.113858,-0.028384,0.02622,10.173168,0.280891,51673.056948,0.322395,-0.000697,0.000707,-9.9e-05,3,238.234125,65.936861,-0.011659
"sn2000cn",0.023552,0.023493,0,16.554284,0.144309,-2.506817,0.154559,0.087476,0.025623,10.961891,0.280891,51707.305723,0.067676,0.000859,0.000573,0.000314,3,269.418417,27.832806,-0.009329
"sn2000dk",0.017483,0.017442,0,15.364415,0.150122,-2.112751,0.10596,-0.026834,0.025355,10.476629,0.374166,51812.387105,0.097838,0.000278,0.000563,-2.7e-05,3,16.848,32.406444,-0.008744
"sn2001az",0.040259,0.040695,0,16.947362,0.142119,1.203835,0.445484,-0.061247,0.024084,10.656,0.063,52031.080188,0.915222,-0.007405,0.000589,0.000765,3,248.61448,76.02954,-0.012459
"sn2001ba",0.030381,0.02942,0,16.215141,0.142175,0.143493,0.101153,-0.123778,0.040276,10.97552,0.280891,52034.360512,0.146839,-2.7e-05,0.001028,-0.000575,3,174.507333,-32.330833,-0.01034
"sn2001bf",0.015504,0.015501,0,14.71178,0.153374,0.549047,0.082741,-0.032776,0.021691,10.205262,0.280891,52046.760285,0.232966,-0.000417,0.000446,-0.000237,3,270.39191,26.25051,-0.008616
"sn2001bt",0.014151,0.01464,0,15.283561,0.157186,-0.865299,0.0694,0.163098,0.026535,10.920564,0.280891,52063.99634,0.071965,0.000165,0.000675,-9.4e-05,3,288.444792,-59.289667,-0.008547
"sn2001cn",0.015487,0.0155,0,15.285545,0.153742,-0.548801,0.040024,0.129471,0.024043,10.336276,0.280891,52072.932545,0.152222,-0.000306,0.000571,-0.000249,3,281.574333,-65.761611,-0.008615
"sn2001cz",0.015554,0.01538,0,15.047556,0.153417,0.167214,0.068755,0.040909,0.024195,10.696785,0.280891,52103.927004,0.089277,1e-06,0.000552,-0.00012,3,191.875708,-39.580028,-0.008619
"sn2001eh",0.037075,0.037036,0,16.620416,0.139296,1.743056,0.13467,-0.036585,0.022576,11.13643,0.280891,52170.153851,0.31085,-0.000584,0.000433,-0.000678,3,24.55023,41.65526,-0.011691
"sn2001en",0.015482,0.015871,0,15.08025,0.154168,-0.916368,0.069293,0.001671,0.02335,10.662,0.18,52193.362613,0.327411,-0.000569,0.000536,-0.000357,3,21.34523,34.02502,-0.008615
"sn2001ep",0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.061144,0.08336,9.5e-05,0.000413,-4e-05,3,74.25145,-4.76112,-0.008512
"sn2001fe",0.014575,0.013539,0,14.66139,0.155333,0.73797,0.094544,-0.066355,0.022359,10.193,0.1265,52229.379451,0.243985,-0.000216,0.000444,-0.000364,3,144.48759,25.49468,-0.008567
"sn2001v",0.015791,0.015018,0,14.557266,0.152742,0.916702,0.078089,-0.038383,0.021961,10.842,0.1175,51973.907624,0.052937,0.000571,0.000447,7.2e-05,3,179.353875,25.2025,-0.008633
"sn2002bf",0.024746,0.024396,0,16.341106,0.147523,-0.791998,0.133954,0.148436,0.025465,10.603,0.098,52338.363802,0.371608,0.001509,0.000929,0.000824,3,153.926292,55.668528,-0.009479
"sn2002de",0.027748,0.028116,0,16.657319,0.141846,0.541542,0.319146,0.09721,0.022722,10.806,0.0665,52434.118333,0.16262,0.002837,0.00047,0.002091,3,244.12639,35.70836,-0.009906
"sn2002dp",0.010888,0.011638,0,14.557203,0.169021,-0.316464,0.184325,0.054095,0.023005,10.47,0.3635,52451.216137,0.133147,0.001596,0.000487,0.00102,3,352.12543,22.42724,-0.00844
"sn2002ha",0.013652,0.014046,0,14.685508,0.157774,-1.295292,0.070581,-0.092539,0.022754,11.114,0.1535,52581.355367,0.105603,0.000317,0.000439,1e-05,3,311.82747,0.3126,-0.008525
"sn2002hd",0.035755,0.035001,0,16.778327,0.142258,-0.961981,0.474241,0.00035,0.024307,11.317124,0.280891,52576.318442,0.628833,-0.004562,0.000677,0.000169,3,133.51403,-7.1893,-0.011396
"sn2002he",0.024725,0.024564,0,16.238326,0.145176,-1.73784,0.167114,-0.048509,0.025225,10.957934,0.280891,52586.204774,0.107572,0.003569,0.000612,0.001001,3,124.99502,62.82048,-0.009477
"sn2002hu",0.038086,0.038,0,16.644355,0.138952,0.514933,0.089255,-0.090391,0.021085,10.349466,0.280891,52592.571975,0.090706,0.000299,0.000384,7.4e-05,3,34.58345,37.46627,-0.011926
"sn2002jy",0.021541,0.021,0,15.7472,0.145405,0.977375,0.103933,-0.035146,0.021727,10.587,0.134,52634.379179,0.281622,-0.000604,0.000433,-0.000456,3,20.31763,40.49869,-0.009103
"sn2002kf",0.019581,0.0193,0,15.660096,0.147459,-0.973825,0.075906,-0.054622,0.022452,9.380049,0.280891,52639.562699,0.281137,-0.000577,0.000465,-0.000395,3,99.31368,49.85302,-0.008913
"sn2003ch",0.030416,0.03,0,16.684369,0.140939,-1.23277,0.146937,-0.04178,0.022883,10.946063,0.280891,52726.284171,0.229459,-0.000355,0.000424,-0.000422,3,109.49121,9.69301,-0.010346
"sn2003fa",0.039219,0.039361,0,16.699328,0.138984,1.530311,0.093951,-0.062088,0.021704,10.57852,0.280891,52807.52643,0.066717,0.000603,0.000415,9.9e-05,3,266.03222,40.88086,-0.012199
"sn2003iv",0.034971,0.034307,0,16.971121,0.140126,-2.039104,0.186512,-0.08858,0.026359,11.028717,0.280891,52934.294883,0.272258,0.00019,0.000522,-8.6e-05,3,42.53018,12.84591,-0.011228
"sn2003u",0.028561,0.028341,0,16.482973,0.14269,-2.09037,0.294372,-0.032596,0.026589,10.657,0.093,52677.456353,0.137762,0.004833,0.000635,0.002632,3,260.69011,62.16407,-0.010034
"sn2003w",0.020997,0.020071,0,15.875946,0.145587,0.07299,0.061371,0.102214,0.021445,10.619,0.2465,52680.425081,0.058115,0.000137,0.000411,-9.5e-05,3,146.70623,16.04383,-0.009047
"sn2004as",0.032538,0.031021,0,17.000951,0.14043,0.398948,0.136348,0.073203,0.022522,9.35,0.09,53086.187135,0.145578,0.000822,0.000455,0.000135,3,171.41327,22.83029,-0.010736
"sn2004eo",0.015469,0.015701,0,15.064971,0.153515,-1.16669,0.033491,0.041704,0.023271,10.982,0.253,53278.52044,0.031951,-4.8e-05,0.000523,-0.000113,3,308.225792,9.928528,-0.008614
"sn2004ey",0.015678,0.0158,0,14.68323,0.151905,0.097384,0.017738,-0.133126,0.018003,9.95,0.154,53304.539956,0.021584,-7.3e-05,0.000254,-0.000112,3,327.282532,0.444222,-0.008626
"sn2004gs",0.027499,0.0267,0,17.152881,0.140928,-1.806035,0.031362,0.127063,0.019477,11.079,0.128,53355.887649,0.056393,-4.5e-05,0.000276,-0.000132,3,129.596588,17.627722,-0.009868
"sn2004gu",0.046856,0.0459,0,17.452691,0.137271,1.333884,0.058312,0.078323,0.019538,10.225,0.159,53362.565547,0.116697,-8.2e-05,0.000274,-0.000239,3,191.602997,11.948916,-0.014307
"sn2004l",0.033173,0.032309,0,17.370053,0.143111,-0.986549,0.23895,0.172665,0.029109,10.446,0.1825,53031.30337,0.67484,-0.003941,0.00088,-0.001443,3,156.76719,16.01883,-0.01086
"sn2004s",0.010291,0.00937,0,14.157498,0.173593,-0.117402,0.082511,0.022258,0.024846,9.708903,0.280891,53040.308109,0.290845,-0.000483,0.000665,-0.000348,3,101.43125,-31.23125,-0.00843
"sn2005ag",0.080103,0.0794,0,18.471039,0.136253,0.213846,0.047893,-0.037391,0.023085,10.902,0.143,53414.897913,0.085442,-0.000131,0.000369,-0.000202,3,224.18187,9.328472,-0.028904
"sn2005al",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-0.000102,0.000273,-0.00017,3,207.501373,-30.576166,-0.008477
"sn2005bg",0.024586,0.0231,0,15.865712,0.142334,0.396794,0.056067,-0.032789,0.018761,10.157,0.164,53469.934977,0.117931,-0.000254,0.000274,-0.000192,3,184.321579,16.371555,-0.009459
"sn2005bo",0.014467,0.0139,0,15.638553,0.154784,-1.16269,0.108102,0.205443,0.019987,10.357819,0.280891,53478.746788,0.139981,-8.7e-05,0.000301,-3.2e-05,3,192.420959,-11.096472,-0.008562
"sn2005el",0.015154,0.01491,0,14.834769,0.153758,-1.282032,0.03188,-0.129815,0.0215,10.842747,0.280891,53646.855746,0.050491,-2e-06,0.000415,-0.000135,3,77.9531,5.19422,-0.008597
"sn2005eq",0.029086,0.028977,0,16.284531,0.141059,1.425425,0.076807,-0.024106,0.021612,10.552,0.132,53654.865921,0.089272,0.000174,4e-04,-0.000237,3,47.20565,-7.0334,-0.01012
"sn2005eu",0.034781,0.034897,0,16.450122,0.141596,0.940829,0.095488,-0.086743,0.029831,6,5,53660.75508,0.102348,0.000691,0.000889,0.000139,3,36.93016,28.17686,-0.011187
"sn2005hc",0.04492,0.04589,0,17.322622,0.111373,0.739791,0.025725,-0.028258,0.011882,10.554,0.046,53667.801343,0.034019,-7e-06,0.000113,-3.9e-05,2,29.199791,-0.21372,-0.000254
"sn2005iq",0.034074,0.034044,0,16.764211,0.138969,-1.071301,0.04071,-0.112559,0.019262,10.600063,0.280891,53687.694444,0.040989,-2.7e-05,0.000272,-0.000127,3,359.63509,-18.70916,-0.011041
"sn2005ir",0.07487,0.076,0,18.411792,0.110074,0.684284,0.052576,-0.013661,0.014317,10.182,0.011,53685.65983,0.048288,0.000137,0.00016,6e-06,2,19.18251,0.794628,-0.000837
"sn2005kc",0.01496,0.01512,0,15.489034,0.153548,-0.697978,0.034823,0.148376,0.019318,10.934,0.1225,53697.707629,0.031469,-3.2e-05,0.000289,-9e-05,3,338.53045,5.56834,-0.008587
"sn2005ki",0.020396,0.019607,0,15.541531,0.145393,-1.388082,0.030341,-0.096978,0.019542,11.18,0.188,53705.227634,0.049663,-5.7e-05,0.000282,-0.000156,3,160.11758,9.20228,-0.008988
"sn2005lz",0.040689,0.040998,0,17.617164,0.139014,-1.244258,0.12204,0.069449,0.022872,10.961451,0.280891,53736.254196,0.12918,0.000804,0.000447,-2.5e-05,3,32.7072,34.98273,-0.012569
"sn2005ms",0.026567,0.025204,0,16.16147,0.142099,0.424016,0.069517,-0.034323,0.021128,10.41,0.1825,53744.340478,0.055482,0.000284,0.000406,-2.1e-05,3,132.30967,36.12964,-0.00973
"sn2005na",0.026881,0.026322,0,15.922518,0.141195,-0.449135,0.028448,-0.117667,0.01917,11.025199,0.280891,53740.725937,0.05826,-5.2e-05,0.000282,-0.000102,3,105.40275,14.13299,-0.009776
"sn2006ac",0.023471,0.023106,0,16.158253,0.143695,-0.858068,0.06206,0.024221,0.02117,10.866,0.118,53781.848555,0.081094,9.2e-05,0.000407,-0.000109,3,190.43706,35.06887,-0.00932
"sn2006al",0.069122,0.06785,0,18.394173,0.145157,-1.408648,0.272816,-0.119809,0.035621,10.249,0.1535,53787.189353,0.676808,-0.005528,0.00151,-0.002242,3,159.86766,5.18344,-0.023108
"sn2006an",0.065193,0.064001,0,18.095053,0.139912,0.64572,0.2086,-0.044607,0.028883,7.989,0.91,53790.529333,0.510293,-0.001908,0.000819,-0.000737,3,183.66145,12.22993,-0.021268
"sn2006ar",0.02298,0.022539,0,16.454585,0.145076,-1.043223,0.216571,0.082429,0.027419,9.847,0.1515,53813.673595,0.144336,0.000974,0.000705,0.000935,3,159.37757,65.01605,-0.009262
"sn2006ax",0.017387,0.016738,0,14.99845,0.148936,0.15302,0.01914,-0.104973,0.018055,8.933,1.152,53827.499359,0.021321,-5.8e-05,0.000255,-0.000105,3,171.0143,-12.29153,-0.008737
