mean    std    dist1    
3.47162926873   4.75489273956   4.38416172542    
1.66920547535   1.97494980735   1.30294909966    
0.810914737851   3.32235746884   3.06460384972    
1.26711505063   4.85432472394   4.60868968285    
1.76516317583   3.02881717095   2.20504592186    
-0.988447237871   4.63282558088   5.20356016426    
3.08501051435   2.07712983498   1.54846741087    
-0.548451205486   4.51862931268   4.71162086775    
1.64736461913   1.99644287695   1.33631007353    
1.21504018486   3.78595336802   3.27976798479    
1.00331132045   2.48316969117   2.04776667542    
3.79522032133   4.26853309742   4.08415006324    
1.5327617506   2.97861307599   2.29944145055    
0.865371645586   3.59532032008   3.28174487737    
-0.350034248496   3.25268595112   3.38987433691    
1.90126392312   3.63775862127   2.85991226749    
1.5875290057   3.11722096645   2.51782979112    
-0.912133093791   4.13778100257   4.76062062265    
-1.06221801675   1.59738645633   2.19359242439    
2.08687944004   4.64943421555   3.89750662896    
0.591733880993   0.299483071809   1.39836462673    
1.5982582223   3.2127216606   2.41618705449    
0.109828994031   4.30975613302   4.43157211469    
2.44196940008   4.61895481582   3.92243047612    
-1.21507666663   1.29825175255   1.91184233837    
2.60942926367   0.731491519371   0.50400348404    
1.05032893245   4.31619666935   3.98031429988    
-0.980140617688   1.555167594   2.08684998258    
2.99870646899   0.581463446649   0.855765158224    
0.969675061878   2.45326759037   2.09474520963    
3.65448628794   0.40161260382   1.37436848103    
2.4851351244   4.93899077189   4.15270486082    
2.2087519719   1.60177838955   0.819550206799    
3.69613488257   2.32448290055   2.22202146047    
2.4658624399   1.09975525152   0.327835293581    
0.150874630814   4.0689667727   3.87726289772    
2.92397714608   2.66169717462   2.16406238717    
-1.83409448314   4.30289347998   5.37010005377    
-1.99665904778   1.03590091016   2.03278253681    
2.24392832217   1.0237095162   0.146429748218    
-1.46883209325   2.35912873896   3.12045749051    
2.16692005178   4.19772201582   3.40109969957    
-0.698608591333   2.83940706871   3.26730702036    
2.72275835913   2.83152706967   2.11054755944    
3.22110127654   2.35544937845   1.92461325471    
0.269869477728   4.53578005735   4.55974050992    
-1.08274278478   3.43860556039   4.07553389    
-1.15926483397   2.11716853606   2.7570912615    
-1.72555093241   2.08028136624   3.13605759489    
1.05939774892   3.39836102779   2.8741582337    
0.579289704538   3.24507898041   3.09765379516    
3.86028863582   1.37435309543   1.3212576176    
-0.371887874672   4.53739446191   4.60140499718    
-1.50448791862   2.68717390583   3.58932939529    
-1.36378622369   3.07878756213   3.90691822989    
0.0344865852275   4.05578214792   3.95913350432    
3.10576806941   2.67845855275   2.36615478052    
1.36964997124   4.27724244236   3.7122369319    
-1.30429018428   0.980888563212   1.62380206054    
-0.0536729733783   4.00948654183   4.24055571611    
-1.73222733034   3.00716715515   3.9108546225    
3.56415696739   2.00700809897   1.85556899708    
1.02111914153   1.68577934882   1.29830208649    
1.09469109933   3.92210271809   3.65437444842    
1.5353679668   1.88737959356   1.30764278483    
3.40126765244   1.49570810798   1.16243689255    
-0.398945800452   0.548294045631   1.61189842328    
-1.77887926611   1.42367640767   2.32172996072    
2.98256548108   4.35974044071   3.90103371623    
2.54639992831   1.77804233003   1.08424513929    
2.28338057179   3.66118900728   2.89664785041    
-0.621337998989   4.29539750239   4.67111227048    
2.18753746935   1.78080779712   0.951918256541    
2.01141440132   4.1480852224   3.26811082502    
1.97099707407   0.971890723774   0.0466802485453    
-1.8292595171   0.615909416577   2.22157794493    
2.40677957242   0.388383328776   0.766845303994    
0.333588451944   1.69242466361   1.51223305639    
3.68525478211   1.95546405249   1.76910925262    
0.071801098022   3.30319787378   3.22577332793    
1.82049012057   0.876328515656   0.213923588692    
-0.56381398693   1.82607716285   2.2069349741    
3.0551107029   3.13212147154   2.80504914732    
-0.774556312525   3.39446212327   3.96650680965    
-1.29755713318   2.09740710311   2.78662489706    
1.79830741837   3.05707944631   2.42556670522    
3.15327370056   2.63536445796   2.22738052054    
1.14749211547   2.14827028091   1.71686400677    
0.948960123188   3.12879729346   2.76151504792    
2.03634713907   4.90210525154   4.22471034949    
-1.06365061068   0.711189712571   1.76071237595    
0.97048109192   0.658420322779   0.85278247624    
-0.170044044487   3.67561056019   3.89320954659    
2.94408842126   4.22119113622   3.79121423627    
3.81376761623   3.17639355005   3.07463210081    
-1.12033429393   3.15806806557   3.77406396591    
2.25495866697   3.31719663119   2.48402272634    
-1.32538669225   2.2258235354   2.89818969375    
3.53845315734   2.21388362618   2.13633525339    
1.56447035658   3.3569850477   2.63616567333    
0.446067540066   2.81289442127   2.70496887682    
-0.422466047535   2.85722117421   3.10757269728    
3.41086989424   0.951681368442   0.700991171891    
-1.37879800998   4.28913544266   5.2555113763    
2.21269690159   3.73355903796   2.708951447    
3.0402210629   0.687317188958   0.74305525111    
1.24553537454   3.95366243455   3.53814487331    
3.222495913   2.65012351664   2.34418334414    
-0.329326202192   3.84330260294   4.36696258363    
1.67128459389   1.56957000851   0.879464575896    
-1.86979636101   0.162827724847   2.73463749756    
0.827197512538   2.81268345432   2.46180545958    
1.36892237227   2.58558290595   1.90394034254    
-0.891852823629   1.08513676456   1.51730316729    
-1.79361038457   3.95459297102   4.86593424364    
-1.53790186959   3.84345885347   4.64809103936    
2.641414321   1.65611355402   1.0081539614    
1.64902161465   4.10586235946   3.44064565261    
2.70156019808   0.487645392517   0.806591657198    
1.49920759452   4.6565889984   4.07908738626    
-1.14141665445   3.36461873281   4.0755329233    
3.25379681918   3.82029527673   3.60436270617    
1.2540272638   2.57578052357   2.10323641633    
