mean    std    distance0    NDraws    time    dist_threshold1    
1.29198662305    0.798268665617    0.610609942413    3    0.0144140720367    0.753619908857    
2.06978197757    1.20329918387    0.205049848743    1    0.00635194778442    0.753619908857    
3.15331760058    1.12992628628    0.622710857163    1    0.0028510093689    0.753619908857    
1.74329741816    0.560352028686    0.557741518066    6    0.0152292251587    0.753619908857    
2.07643593089    1.27615122224    0.280665504776    1    0.00274705886841    0.753619908857    
2.13564514279    0.647826265395    0.43042886252    2    0.00550198554993    0.753619908857    
2.308665134    1.11155420228    0.225613181103    1    0.0027379989624    0.753619908857    
1.8397783417    1.09745383005    0.170705590635    2    0.00502300262451    0.753619908857    
1.88447152786    1.2128565543    0.243455903199    2    0.00543308258057    0.753619908857    
2.07389005845    0.435822665809    0.61312162377    3    0.007737159729    0.753619908857    
1.39187749595    1.18439057173    0.499503837897    3    0.0073618888855    0.753619908857    
1.3444481797    1.31912044013    0.61852023525    4    0.00982284545898    0.753619908857    
1.40587078548    0.817824572447    0.488668408292    1    0.00269985198975    0.753619908857    
1.40532529367    1.20811163262    0.457820220031    6    0.0139210224152    0.753619908857    
1.55613428283    0.966100984531    0.251984552833    1    0.00268816947937    0.753619908857    
2.67506234786    1.36857924741    0.662685528052    1    0.00270700454712    0.753619908857    
3.09576460717    0.828212905628    0.716295671813    9    0.0218119621277    0.753619908857    
2.7831684298    1.09110569518    0.470726788046    2    0.00458216667175    0.753619908857    
2.35317600055    0.893255595442    0.296844922165    1    0.00256896018982    0.753619908857    
2.51177035761    1.24214834812    0.497737141142    4    0.00958204269409    0.753619908857    
1.93611944464    0.676736526306    0.381103489592    2    0.0046079158783    0.753619908857    
2.16089455047    0.883964579352    0.2167524746    8    0.0173878669739    0.753619908857    
1.91451439934    1.16651173985    0.135666208991    1    0.00231003761292    0.753619908857    
3.32344196034    1.11437024655    0.725322700051    2    0.004478931427    0.753619908857    
1.96015893389    0.292162047561    0.732163870667    3    0.00696206092834    0.753619908857    
1.25720287363    0.712372935245    0.679857329384    1    0.00268197059631    0.753619908857    
3.13347499563    1.0892942951    0.609160163735    2    0.00458216667175    0.753619908857    
1.77551854244    1.48687293262    0.601924007484    2    0.00467205047607    0.753619908857    
2.51261979521    0.979695697488    0.31775238074    1    0.00235104560852    0.753619908857    
2.39617676257    0.594761560666    0.610738532927    3    0.00653386116028    0.753619908857    
1.93356057033    0.412066121394    0.640363907555    1    0.00240707397461    0.753619908857    
2.66353264599    1.11125675851    0.460128329916    2    0.00491881370544    0.753619908857    
1.73994370384    0.801352758174    0.341455163109    1    0.00259017944336    0.753619908857    
2.30119641583    1.0987770841    0.235523363886    1    0.0025520324707    0.753619908857    
2.26206460208    0.419510296497    0.723971604174    2    0.00461006164551    0.753619908857    
1.83660586859    0.932608286847    0.195708212099    2    0.00455188751221    0.753619908857    
1.8052283825    1.39458818889    0.422280038262    7    0.0154759883881    0.753619908857    
2.01089912373    0.821768131621    0.212175518912    1    0.00235199928284    0.753619908857    
2.56412174003    1.20600040384    0.434215191607    2    0.00452208518982    0.753619908857    
3.00344001836    1.1414544501    0.559808142621    1    0.00238800048828    0.753619908857    
2.42861770956    1.68587738271    0.751943742401    1    0.00239205360413    0.753619908857    
1.28182440122    0.848060894687    0.51018185922    2    0.00460886955261    0.753619908857    
2.27302117393    1.1873464793    0.197836915086    2    0.00462007522583    0.753619908857    
1.95810930618    0.871890814274    0.207601197534    1    0.00243782997131    0.753619908857    
2.06447988206    1.37788946045    0.395355101637    2    0.00461006164551    0.753619908857    
2.75015879252    0.997662209332    0.375461979108    2    0.00454902648926    0.753619908857    
2.23050937345    0.792092388776    0.372811383995    1    0.0023980140686    0.753619908857    
2.31806105831    1.23757991391    0.432022562637    6    0.0137279033661    0.753619908857    
1.93277948877    1.2273571045    0.230292298565    4    0.00692296028137    0.753619908857    
3.3859038306    1.03539142236    0.716059606386    4    0.0100548267365    0.753619908857    
2.86367464605    1.03381888679    0.423443641497    2    0.00478887557983    0.753619908857    
1.83028791308    1.04120285049    0.103100226688    1    0.00318598747253    0.753619908857    
2.01388887248    0.824483409267    0.210437947564    3    0.00719404220581    0.753619908857    
1.70953216502    1.45769791259    0.564124977551    2    0.00465679168701    0.753619908857    
2.91787538632    0.902107606708    0.63667755039    1    0.00257587432861    0.753619908857    
1.17374339512    1.19351496295    0.581987906656    4    0.00911808013916    0.753619908857    
2.59295996256    1.34462583156    0.525908153792    2    0.00496482849121    0.753619908857    
2.43429636927    1.39756850706    0.637156075253    1    0.00266981124878    0.753619908857    
2.09743419279    1.28434449143    0.370273281527    1    0.00268411636353    0.753619908857    
2.56881660457    0.571362586543    0.705459467945    2    0.00536608695984    0.753619908857    
1.70108383079    0.888664853121    0.30747478961    2    0.00502991676331    0.753619908857    
2.92970794831    1.18327354736    0.581377765989    2    0.00653100013733    0.753619908857    
2.64544713226    1.38106323992    0.678553163179    3    0.00709199905396    0.753619908857    
3.0968723101    0.910083031549    0.649007491667    1    0.00196194648743    0.753619908857    
3.042993497    0.990218629615    0.585727180814    1    0.00168609619141    0.753619908857    
1.74152252432    0.935518235002    0.203466405028    1    0.00193500518799    0.753619908857    
1.84781737928    0.57297816457    0.521005463889    1    0.00169706344604    0.753619908857    
0.804768564561    0.915356075914    0.703725694061    2    0.00332999229431    0.753619908857    
2.79939087136    0.712272870915    0.721242450036    1    0.00171685218811    0.753619908857    
1.87092814214    0.808399859663    0.225251680078    2    0.00375294685364    0.753619908857    
2.2628462722    1.60953324811    0.652512291566    4    0.00942802429199    0.753619908857    
1.13598468894    1.23083300583    0.572744478238    3    0.00566983222961    0.753619908857    
1.90035675789    0.962126597619    0.110843928762    2    0.00312900543213    0.753619908857    
2.0880731813    0.385630764964    0.672818132961    2    0.00395512580872    0.753619908857    
1.40333741129    1.24840975788    0.533007187071    1    0.00185608863831    0.753619908857    
1.49654984869    1.46574916264    0.680048005892    3    0.00481200218201    0.753619908857    
2.56473657213    0.901052695257    0.37416463113    3    0.00729608535767    0.753619908857    
2.07559864941    1.39614497177    0.450116445676    2    0.00500798225403    0.753619908857    
2.01035712103    1.06017693954    0.0430944662754    1    0.00270485877991    0.753619908857    
1.07507091419    0.904025101605    0.60950250171    3    0.00753498077393    0.753619908857    
2.25296722895    1.66512545762    0.723213399878    1    0.00255799293518    0.753619908857    
1.70244847097    0.764522996086    0.394575351492    1    0.00264596939087    0.753619908857    
1.9200892231    1.10695567081    0.125426164906    1    0.00261998176575    0.753619908857    
2.62638501181    1.04704770455    0.30587448466    1    0.00266814231873    0.753619908857    
1.04568093461    1.21483366045    0.633543408265    1    0.00265002250671    0.753619908857    
2.87925697199    0.951879547538    0.435912182358    1    0.00237679481506    0.753619908857    
1.44246510159    0.555486837162    0.734649314774    5    0.0109429359436    0.753619908857    
2.48946711579    0.642394546641    0.621827475285    4    0.00883007049561    0.753619908857    
1.8004872417    1.20232989304    0.283560374372    1    0.002760887146    0.753619908857    
0.85658607335    1.13751982965    0.70503475099    1    0.00301098823547    0.753619908857    
1.83068940093    0.702864109143    0.403541228318    1    0.00301003456116    0.753619908857    
2.93777451751    1.23000019815    0.712649854991    2    0.00508785247803    0.753619908857    
2.13527930871    1.3958085499    0.460523700051    1    0.00392603874207    0.753619908857    
2.92763687025    1.28091139874    0.663924383925    1    0.00271081924438    0.753619908857    
1.1938649619    0.797228934034    0.586924051665    2    0.00512099266052    0.753619908857    
1.91836314849    0.893389352193    0.162894244562    4    0.00976085662842    0.753619908857    
2.17250161974    1.44248985853    0.501493457406    1    0.0028178691864    0.753619908857    
2.29330155941    0.553705493701    0.624490385239    1    0.00274801254272    0.753619908857    
1.77794095545    0.90757969714    0.226532341373    1    0.00272607803345    0.753619908857    
2.5413371635    1.10566249108    0.341029205807    1    0.00270009040833    0.753619908857    
